MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,19.4,i,BSA.YOLO-1,DK,Low sediment and detritus.,elliptic prism,321.34,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.YOLO-1,DK,Low sediment and detritus.,prism on parallelogram,23.47,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,999,cf. Tryblionella sp.,Diatom,Tryblionella,sp.,,1,1,17.9,i,BSA.YOLO-1,DK,Low sediment and detritus.,elliptic prism,394.48,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,19.1,i,BSA.YOLO-1,DK,Fragment. Low sediment and detritus.,elliptic prism,310.82,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,30,30,2.4,i,BSA.YOLO-1,DK,Low sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,22,22,7.4,i,BSA.YOLO-1,DK,Low sediment and detritus.,cone + half sphere,167.73,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,1365,cf. Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,13,i,BSA.YOLO-1,DK,Low sediment and detritus.,cone + half sphere,960.10,,,,,,,,,
Phyto,11/1/2017,14:47,DI_WAT_1,65,5,7.69%,0.0697,314.159,0.557971992,8,112.61,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,406,815,0.65,c,BSA.YOLO-1,DK,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,7.4,i,BSA.YOLO-2,DK,Low sediment and detritus.,elliptic prism,50.45,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,14.8,i,BSA.YOLO-2,DK,Low sediment and detritus.,prism on parallelogram,33.74,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,7.4,i,BSA.YOLO-2,DK,Fragment. Low sediment and detritus.,elliptic prism,120.42,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,3,3,8.7,i,BSA.YOLO-2,DK,Low sediment and detritus.,sphere,124.72,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,45,45,4.3,i,BSA.YOLO-2,DK,Low sediment and detritus.,sphere,41.63,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,2,2,8,i,BSA.YOLO-2,DK,Low sediment and detritus.,2 cones,7.08,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1191,cf. Pyramimonas sp.,Soft Body,Pyramimonas,sp.,,1,1,12.4,i,BSA.YOLO-2,DK,Low sediment and detritus.,cone,280.77,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,15,15,7.4,i,BSA.YOLO-2,DK,Low sediment and detritus.,cone + half sphere,167.73,,,,,,,,,
Phyto,9/27/2017,12:19,DI_SAV_1,61.5,5,8.13%,0.0697,314.159,0.627718491,9,100.10,1365,cf. Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,3,3,13,i,BSA.YOLO-2,DK,Low sediment and detritus.,cone + half sphere,902.58,,,,,,,,,
