MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,4,4,9.3,i,BSA.YOLO-01,KS,Fragment. Moderate sediment.,cylinder,229.06,,,,,,,,,
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.YOLO-01,KS,Moderate sediment.,cylinder,240.85,,,,,,,,,
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,5.6,i,BSA.YOLO-01,KS,Fragment. Moderate sediment.,elliptic prism,91.13,,,,,,,,,
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.4,i,BSA.YOLO-01,KS,Moderate sediment.,sphere,7.24,,,,,,,,,
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,373,805,0.65,c,BSA.YOLO-01,KS,Moderate sediment.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,5,1.8,c,BSA.YOLO-01,KS,Moderate sediment.,sphere,3.05,,,,,,,,,
Phyto,8/30/2016,10:22,STTD,62,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,35,35,2.1,i,BSA.YOLO-01,KS,Moderate sediment.,sphere,4.85,,,,,,,,,
Phyto,9/8/2016,11:30,LIS,66,1,1.52%,0.0697,314.159,0.418478994,6,750.72,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,13,i,BSA.YOLO-02,KS,,elliptic prism,80.05,,,,,,,,,
Phyto,9/8/2016,11:30,LIS,66,1,1.52%,0.0697,314.159,0.418478994,6,750.72,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,4,4,13,i,BSA.YOLO-02,KS,Fragment.,cylinder,559.11,,,,,,,,,
Phyto,9/8/2016,11:30,LIS,66,1,1.52%,0.0697,314.159,0.418478994,6,750.72,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,13,i,BSA.YOLO-02,KS,Fragment.,cylinder,982.22,,,,,,,,,
Phyto,9/8/2016,11:30,LIS,66,1,1.52%,0.0697,314.159,0.418478994,6,750.72,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,9.3,i,BSA.YOLO-02,KS,,cylinder,502.67,,,,,,,,,
Phyto,9/8/2016,11:30,LIS,66,1,1.52%,0.0697,314.159,0.418478994,6,750.72,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,7.4,i,BSA.YOLO-02,KS,,cylinder + 2 cones,23.67,,,,,,,,,
