MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/24/2015,9:00,STTD,65,5,7.69%,0.0697,314.159,0.418478994,6,150.14,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,98,i,BSA.YOLO-01,JW,Moderate sediment and high detritus. ,box,3626.00,,,,,,,,,
Phyto,11/24/2015,9:00,STTD,65,5,7.69%,0.0697,314.159,0.418478994,6,150.14,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,14.8,i,BSA.YOLO-01,JW,Moderate sediment and high detritus. ,cylinder,688.13,,,,,,,,,
Phyto,11/24/2015,9:00,STTD,65,5,7.69%,0.0697,314.159,0.418478994,6,150.14,1811,Gyrosigma fasciola,Diatom,Gyrosigma,fasciola,,2,2,130,i,BSA.YOLO-01,JW,Moderate sediment and high detritus. ,prism on parallelogram,3380.00,,,,,,,,,
Phyto,11/24/2015,9:00,STTD,65,5,7.69%,0.0697,314.159,0.418478994,6,150.14,1731,Aphanizomenon cf. klebahnii ,Soft Body,Aphanizomenon,klebahnii,,2,38,5.6,f,BSA.YOLO-01,JW,Moderate sediment and high detritus. ,cylinder,93.07,,,,,,,,,
Phyto,11/24/2015,9:00,STTD,65,5,7.69%,0.0697,314.159,0.418478994,6,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,427,930,0.65,c,BSA.YOLO-01,JW,Moderate sediment and high detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/18/2015,10:30,LIS,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.YOLO-02,JW,Low sediment and high detritus. ,sphere,11.49,,,,,,,,,
Phyto,11/18/2015,10:30,LIS,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,18.5,i,BSA.YOLO-02,JW,Low sediment and high detritus. ,2 cones,9.69,,,,,,,,,
Phyto,11/18/2015,10:30,LIS,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,5.6,i,BSA.YOLO-02,JW,Low sediment and high detritus. ,2 cones,11.73,,,,,,,,,
Phyto,11/18/2015,10:30,LIS,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,549,1170,0.65,c,BSA.YOLO-02,JW,Low sediment and high detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/23/2015,12:02,LIS,59,3,5.08%,0.0697,314.159,0.348732495,5,300.29,195,Cymatopleura solea,Diatom,Cymatopleura,solea,,1,1,121,i,BSA.YOLO-03,JW,Moderate sediment and high detritus.,box,11632.05,,,,,,,,,
