MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/8/2015,9:44,STTD,65,5,7.69%,0.0697,314.159,0.348732495,5,180.17,280,Diploneis elliptica,Diatom,Diploneis,elliptica,,1,1,13.5,i,BSA.YOLO-01,JW,Fragment. Moderate sediment. Sample contains mucilaginous detritus.,elliptic prism,197.21,,,,,,,,,
Phyto,10/8/2015,9:44,STTD,65,5,7.69%,0.0697,314.159,0.348732495,5,180.17,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.8,i,BSA.YOLO-01,JW,Moderate sediment. Sample contains mucilaginous detritus.,cylinder + 2 cones,2.61,,,,,,,,,
Phyto,10/8/2015,9:44,STTD,65,5,7.69%,0.0697,314.159,0.348732495,5,180.17,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,682,1281,0.65,c,BSA.YOLO-01,JW,Moderate sediment. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.YOLO-02,KS,Girdle view. High sediment and moderate detritus. Sample contains mucilaginous detritus. ,cylinder,223.64,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,3,3,14.8,i,BSA.YOLO-02,KS,Obscured by detritus. High sediment and moderate detritus. Sample contains mucilaginous detritus. ,prism on parallelogram,28.12,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1038,cf. Chlorella spp.,Soft Body,Chlorella,spp.,,39,39,2.8,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,sphere,11.49,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,1,1,5.6,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,prolate spheroid,40.14,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1362,cf. Hillea sp.,Soft Body,Hillea,sp.,,17,17,5.6,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,prolate spheroid,40.14,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1768,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,10.8,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,cone + half sphere,522.17,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,10.2,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,cone + half sphere,430.35,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,i,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,cone + half sphere,159.13,,,,,,,,,
Phyto,10/8/2015,10:11,LIB,64,10,15.63%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,433,1427,0.65,c,BSA.YOLO-02,KS,High sediment and moderate detritus. Sample contains mucilaginous detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
