MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,1/17/2017,10:30,Knaggs FX,63,0.5,0.79%,0.0697,314.159,0.488225493,7,1286.94,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,3.7,i,BSA.YOLO-1,DK,Moderate sediment and low detritus.,sphere,26.52,,,,,,,,,
Phyto,1/17/2017,10:30,Knaggs FX,63,0.5,0.79%,0.0697,314.159,0.488225493,7,1286.94,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,3.7,i,BSA.YOLO-1,DK,Moderate sediment and low detritus.,cylinder + 2 cones,1.13,,,,,,,,,
Phyto,1/17/2017,10:30,Knaggs FX,63,0.5,0.79%,0.0697,314.159,0.488225493,7,1286.94,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,434,879,0.65,c,BSA.YOLO-1,DK,Moderate sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,2/8/2017,10:30,Knaggs FX,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,i,BSA.YOLO-2,KS,High sediment.,cone + half sphere,159.13,,,,,,,,,
Phyto,2/8/2017,10:30,Knaggs FX,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,452,966,0.65,c,BSA.YOLO-2,KS,High sediment.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,2/8/2017,10:30,Knaggs FX,61,1,1.64%,0.0697,314.159,0.348732495,5,900.86,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,0.9,c,BSA.YOLO-2,KS,High sediment.,sphere,0.38,,,,,,,,,
Phyto,1/25/2017,10:30,Knaggs FX,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,7,7,6.8,i,BSA.YOLO-3,DK,High sediment and moderate detritus.,cylinder + 2 half spheres,156.16,,,,,,,,,
Phyto,1/25/2017,10:30,Knaggs FX,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,651,1324,0.65,c,BSA.YOLO-3,DK,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,i,BSA.YOLO-4,KS,,cylinder,380.40,,,,,,,,,
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,490,Hantzschia amphioxys,Diatom,Hantzschia,amphioxys,,1,1,22.2,i,BSA.YOLO-4,KS,,box,459.98,,,,,,,,,
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.5,i,BSA.YOLO-4,KS,,sphere,8.18,,,,,,,,,
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,3,3,13,i,BSA.YOLO-4,KS,,2 cones,6.81,,,,,,,,,
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,694,1443,0.65,c,BSA.YOLO-4,KS,,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,3/27/2017,10:00,Knaggs FX,57,1,1.75%,0.0697,314.159,0.348732495,5,900.86,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,1,1,7.4,i,BSA.YOLO-4,KS,,ellipsoid,212.17,,,,,,,,,
Phyto,1/31/2017,10:40,Knaggs FX,63,0.2,0.32%,0.0697,314.159,0.348732495,5,4504.30,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,4,4,5.6,i,BSA.YOLO-5,DK,High sediment and moderate detritus.,cylinder + 2 half spheres,34.48,,,,,,,,,
Phyto,1/31/2017,10:40,Knaggs FX,63,0.2,0.32%,0.0697,314.159,0.348732495,5,4504.30,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,6,6,5.6,i,BSA.YOLO-5,DK,High sediment and moderate detritus.,cone + half sphere,65.68,,,,,,,,,
Phyto,1/31/2017,10:40,Knaggs FX,63,0.2,0.32%,0.0697,314.159,0.348732495,5,4504.30,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,556,1134,0.65,c,BSA.YOLO-5,DK,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,2/14/2017,10:05,Knaggs FX,58,0.5,0.86%,0.0697,314.159,0.348732495,5,1801.72,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.YOLO-6,DK,High sediment and moderate detritus.,cylinder,197.84,,,,,,,,,
Phyto,2/14/2017,10:05,Knaggs FX,58,0.5,0.86%,0.0697,314.159,0.348732495,5,1801.72,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,3.7,i,BSA.YOLO-6,DK,High sediment and moderate detritus.,sphere,26.52,,,,,,,,,
Phyto,2/14/2017,10:05,Knaggs FX,58,0.5,0.86%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,592,1191,0.65,c,BSA.YOLO-6,DK,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,2/14/2017,10:05,Knaggs FX,58,0.5,0.86%,0.0697,314.159,0.348732495,5,1801.72,1545,Euglena sp.,Soft Body,Euglena,sp.,,1,1,28.7,i,BSA.YOLO-6,DK,High sediment and moderate detritus.,half ellipsoid + cone on an elliptic base,3223.35,,,,,,,,,
Phyto,3/3/2017,10:00,Knaggs FX,56,0.5,0.89%,0.0697,314.159,0.488225493,7,1286.94,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,3.7,i,BSA.YOLO-7,KS,High sediment.,sphere,26.52,,,,,,,,,
Phyto,3/3/2017,10:00,Knaggs FX,56,0.5,0.89%,0.0697,314.159,0.488225493,7,1286.94,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.YOLO-7,KS,High sediment.,sphere,11.49,,,,,,,,,
Phyto,3/3/2017,10:00,Knaggs FX,56,0.5,0.89%,0.0697,314.159,0.488225493,7,1286.94,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,400,877,0.65,c,BSA.YOLO-7,KS,High sediment.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,4.6,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,cylinder,46.53,,,,,,,,,
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.4,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,2.8,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,cylinder + 2 cones,0.88,,,,,,,,,
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,6.5,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,cone + half sphere,122.78,,,,,,,,,
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,395,805,0.65,c,BSA.YOLO-8,DK,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/26/2017,12:21,US2,63,1.5,2.38%,0.0697,314.159,0.348732495,5,600.57,1545,Euglena sp.,Soft Body,Euglena,sp.,,1,1,19.1,i,BSA.YOLO-8,DK,Moderate sediment and detritus.,half ellipsoid + cone on an elliptic base,2164.66,,,,,,,,,
Phyto,10/31/2017,14:25,US4,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,8.3,i,BSA.YOLO-9,DK,Moderate sediment and detritus.,cone + half sphere,163.70,,,,,,,,,
Phyto,10/31/2017,14:25,US4,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.YOLO-9,DK,Moderate sediment and detritus.,cone + half sphere,232.66,,,,,,,,,
Phyto,10/31/2017,14:25,US4,65,2,3.08%,0.0697,314.159,0.418478994,6,375.36,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,427,865,0.65,c,BSA.YOLO-9,DK,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,3.7,c,BSA.YOLO-10,KS,High sediment.,cylinder + 2 half spheres,24.44,,,,,,,,,
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,5.5,i,BSA.YOLO-10,KS,High sediment.,cylinder,64.15,,,,,,,,,
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2.9,i,BSA.YOLO-10,KS,High sediment.,sphere,12.77,,,,,,,,,
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.8,i,BSA.YOLO-10,KS,High sediment.,cone + half sphere,384.69,,,,,,,,,
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,499,1052,0.65,c,BSA.YOLO-10,KS,High sediment.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,3/8/2017,9:45,Knaggs FX,53,0.5,0.94%,0.0697,314.159,0.348732495,5,1801.72,1519,Snowella sp.,Soft Body,Snowella,sp.,,2,9,0.9,c,BSA.YOLO-10,KS,High sediment.,sphere,0.38,,,,,,,,,
Phyto,3/10/2017,9:55,Knaggs FX,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,9.3,i,BSA.YOLO-11,KS,,cylinder,380.40,,,,,,,,,
Phyto,3/10/2017,9:55,Knaggs FX,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,4.6,i,BSA.YOLO-11,KS,,sphere,32.97,,,,,,,,,
Phyto,3/10/2017,9:55,Knaggs FX,59,0.5,0.85%,0.0697,314.159,0.348732495,5,1801.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.9,i,BSA.YOLO-11,KS,,sphere,12.77,,,,,,,,,
