StationCode,Date,WaterTemp,Chla,SpCnd
I80,2013-08-15,25.479545454545455,10.177954545454545,758.5909090909091
I80,2013-08-16,24.469791666666666,10.4625,747.6979166666666
I80,2013-08-17,24.734375,12.072604166666666,751.9479166666666
I80,2013-08-18,24.910416666666666,11.4859375,816.4479166666666
I80,2013-08-19,25.525,11.9378125,789.6354166666666
I80,2013-08-20,25.501041666666666,10.475,804.9895833333334
I80,2013-08-21,24.796875,11.106666666666667,837.9479166666666
I80,2013-08-22,23.983333333333334,10.527083333333334,854.3333333333334
I80,2013-08-23,23.267708333333335,9.531666666666666,913.8958333333334
I80,2013-08-24,23.117708333333333,9.769791666666666,895.4375
I80,2013-08-25,23.314583333333335,8.760625,884.5208333333334
I80,2013-08-26,23.563541666666666,8.359270833333333,879.9166666666666
I80,2013-08-27,23.773958333333333,8.563437500000001,882.71875
I80,2013-08-28,23.498958333333334,8.003333333333334,938.4583333333334
I80,2013-08-29,23.45,9.370520833333334,917.7916666666666
I80,2013-08-30,23.802083333333332,10.655,936.3229166666666
I80,2013-08-31,24.152083333333334,10.065625,912.8333333333334
I80,2013-09-01,23.414583333333333,11.406145833333333,970.09375
I80,2013-09-02,22.864583333333332,10.116770833333334,867.5208333333334
I80,2013-09-03,22.707291666666666,8.3890625,837.3229166666666
I80,2013-09-04,22.629166666666666,8.0096875,856.4270833333334
I80,2013-09-05,22.547916666666666,7.935520833333333,908.1458333333334
I80,2013-09-06,22.484375,8.067604166666667,914.2291666666666
I80,2013-09-07,22.721875,9.778020833333333,895.28125
I80,2013-09-08,23.059375,16.374791666666667,957.6041666666666
I80,2013-09-09,23.385416666666668,12.750416666666666,907.6666666666666
I80,2013-09-10,23.31875,10.211354166666666,882.21875
I80,2013-09-11,22.614583333333332,11.825,922.6666666666666
I80,2013-09-12,22.327659574468086,10.390425531914893,948.7446808510638
I80,2013-09-13,22.473958333333332,9.164583333333333,963.8854166666666
I80,2013-09-14,22.376041666666666,7.976145833333334,920.0208333333334
I80,2013-09-15,21.675,7.764479166666667,887.2291666666666
I80,2013-09-16,21.7,6.858125,854.5729166666666
I80,2013-09-17,21.561458333333334,6.5975,890.1666666666666
I80,2013-09-18,20.951041666666665,7.09875,936.2395833333334
I80,2013-09-19,20.729166666666668,6.994375,937.1145833333334
I80,2013-09-20,20.95,6.972395833333334,932.6354166666666
I80,2013-09-21,20.191666666666666,7.744270833333333,946.6145833333334
I80,2013-09-22,19.16875,9.331041666666666,1016.8229166666666
I80,2013-09-23,19.991666666666667,9.2125,937.6770833333334
I80,2013-09-24,20.658333333333335,7.9959375,784.28125
I80,2013-09-25,20.426041666666666,7.207395833333333,685.28125
