,PhysicalDataID,Date,Year,Month,DateTime,Time,StationCode,WeatherCode,Tide,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,ConditionCode,FieldComments,LabComments,FlowMeterSpeed,SetTime,StartMeter,EndMeter,Flowdiff,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUE
1,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,1,Microzooplankton & Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,52,264.682
2,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,3,Microzooplankton & Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,31,157.791
3,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,7,Cyclopoids,Cyclopoid adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,adult,30,152.701
4,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,111,564.995
5,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,9,Cyclopoids,Acanthocyclops vernalis copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,copepodid,2,10.18
6,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,21,Calanoids,Diaptomus spp.,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,NA,1,5.09
7,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,22,Calanoids,Diaptomus copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Diaptomus,NA,Diaptomus sp.,Genus,Diaptomus sp.,copepodid,12,61.081
8,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,57,290.133
9,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,20,101.801
10,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,37,188.332
11,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,34,173.062
12,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,5.09
13,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,16,81.441
14,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,1,5.09
15,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,46,Harpacticoids,Harpacticoids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Harpacticoida,Order,Harpacticoid,NA,7,35.63
16,445,1/12/2011,2011,1,1/12/2011 4:15,9:15:00,SHR,CLD,NA,7.6,0.56,101,NA,7,11.1,NA,1,Flowmeter value used from Egg and larval net.,,Regular,10,207680,209914,2234,300,1,300,1,5,58,Macrozooplankton,Insect larvae,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Insecta,Class,Unidentified insect,larva,3,15.27
17,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,1,Microzooplankton & Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,88,353.903
18,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,3,Microzooplankton & Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,13,52.281
19,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,7,Cyclopoids,Cyclopoid adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,adult,8,32.173
20,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,55,221.19
21,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,33,Calanoids,Osphranticum labronectum,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Osphranticum,labronectum,Osphranticum labronectum,Species,Osphranticum labronectum,NA,1,4.022
22,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,2,8.043
23,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,4,16.087
24,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,12,48.26
25,448,1/26/2011,2011,1,1/26/2011 5:04,10:04:00,SHR,FOG,NA,9.8,0.72,119,NA,8.36,11.23,NA,1,,,Regular,10,71909,73794,1885,200,1,200,1,5,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,8,32.173
