MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,4/6/2021,12:15,EZ2,58.0,1,1.72%,0.0683,314.159,1.8441,27,170.36,1877,Actinocyclus sp.,Diatom,Actinocyclus,sp.,,1,1,35,i,BSA.04-01,LA,,cylinder,17318.01,,,,,,,,,
Phyto,4/6/2021,12:15,EZ2,58.0,1,1.72%,0.0683,314.159,1.8441,27,170.36,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,2,2,55.6,i,BSA.04-01,LA,,elliptic prism,8627.80,,,,,,,,,
Phyto,4/6/2021,12:15,EZ2,58.0,1,1.72%,0.0683,314.159,1.8441,27,170.36,1347,Cryptomonas marssonii,Soft Body,Cryptomonas,marssonii,,1,1,14,i,BSA.04-01,LA,,prolate spheroid,634.00,,,,,,,,,
Phyto,4/6/2021,12:15,EZ2,58.0,1,1.72%,0.0683,314.159,1.8441,27,170.36,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,i,BSA.04-01,LA,,cone + half sphere,551.58,,,,,,,,,
Phyto,4/6/2021,12:15,EZ2,58.0,1,1.72%,0.0683,314.159,1.8441,27,170.36,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,c,BSA.04-01,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/8/2021,12:45,NZS42,55.0,1,1.82%,0.0683,314.159,2.732,40,114.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,14,i,BSA.04-02,LA,,cylinder,703.24,,,,,,,,,
Phyto,4/8/2021,12:45,NZS42,55.0,1,1.82%,0.0683,314.159,2.732,40,114.99,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,17,17,46.3,i,BSA.04-02,LA,,elliptic prism,8134.83,,,,,,,,,
Phyto,4/8/2021,12:45,NZS42,55.0,1,1.82%,0.0683,314.159,2.732,40,114.99,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,3,i,BSA.04-02,LA,,cylinder,21.21,,,,,,,,,
Phyto,4/8/2021,12:45,NZS42,55.0,1,1.82%,0.0683,314.159,2.732,40,114.99,1804,Raphidocelis sp.,Soft Body,Raphidocelis,sp.,,1,1,5.6,i,BSA.04-02,LA,,2 cones,2.93,,,,,,,,,
Phyto,4/8/2021,12:45,NZS42,55.0,1,1.82%,0.0683,314.159,2.732,40,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,c,BSA.04-02,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,59,Adlafia suchlandtii,Diatom,Adlafia,suchlandtii,,1,1,12,i,BSA.04-03,LA,,elliptic prism,84.82,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,31.5,i,BSA.04-03,LA,,cymbelloid,1724.95,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,122,122,13,i,BSA.04-03,LA,,cylinder,958.57,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,286,Diploneis cf. parma,Diatom,Diploneis,parma,,1,1,25.9,i,BSA.04-03,LA,,elliptic prism,3499.81,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,397,cf. Fragilaria sp.,Diatom,Fragilaria,sp.,,19,19,24.1,i,BSA.04-03,LA,,elliptic prism,113.57,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,586,Navicula gregaria,Diatom,Navicula,gregaria,,5,5,28,i,BSA.04-03,LA,,elliptic prism,598.51,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,720,Nitzschia linearis,Diatom,Nitzschia,linearis,,1,1,138.9,i,BSA.04-03,LA,,prism on parallelogram,2177.95,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,28,28,9.3,i,BSA.04-03,LA,,cylinder + 2 half spheres,93.54,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,950,Surirella brebissonii,Diatom,Surirella,brebissonii,,1,1,29.6,i,BSA.04-03,LA,,elliptic prism,5058.71,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,4,i,BSA.04-03,LA,,cylinder,50.27,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1964,Ulnaria contracta,Diatom,Ulnaria,contracta,,1,1,101.9,i,BSA.04-03,LA,,elliptic prism,2509.80,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,4,i,BSA.04-03,LA,,sphere,24.43,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,2056,Desmodesmus opoliensis,Soft Body,Desmodesmus,opoliensis,,1,4,16.7,i,BSA.04-03,LA,,prolate spheroid,297.82,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1237,Desmodesmus subspicatus,Soft Body,Desmodesmus,subspicatus,,3,12,8.3,i,BSA.04-03,LA,,prolate spheroid,44.50,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,13,i,BSA.04-03,LA,,2 cones,6.81,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,9,i,BSA.04-03,LA,,2 cones,4.71,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,31.5,i,BSA.04-03,LA,,2 cones,65.97,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1804,Raphidocelis sp.,Soft Body,Raphidocelis,sp.,,2,2,5.6,i,BSA.04-03,LA,,2 cones,2.93,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1928,Raphidocelis subcapitata,Soft Body,Raphidocelis,subcapitata,,6,6,4,i,BSA.04-03,LA,,2 cones,8.38,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1242,Selenastrum sp.,Soft Body,Selenastrum,sp.,,2,2,9.3,i,BSA.04-03,LA,,2 cones,19.48,,,,,,,,,
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,201,402,0.8,c,BSA.04-03,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/1/2021,11:15,C10A,61.0,1.5,2.46%,0.0683,314.159,1.9124,28,109.52,1588,Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,7.4,i,BSA.04-03,LA,,ellipsoid,153.78,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,1877,Actinocyclus sp.,Diatom,Actinocyclus,sp.,,5,5,90.7,i,BSA.04-04,LA,,cylinder,124204.72,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,180,Cyclotella gamma,Diatom,Cyclotella,gamma,,1,1,20.4,i,BSA.04-04,LA,,cylinder,4477.86,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,17,17,14.8,i,BSA.04-04,LA,,cylinder,735.44,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,5,i,BSA.04-04,LA,,cylinder,79.52,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,1347,Cryptomonas marssonii,Soft Body,Cryptomonas,marssonii,,4,4,16.7,i,BSA.04-04,LA,,prolate spheroid,538.66,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,14.8,i,BSA.04-04,LA,,prolate spheroid,521.06,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,17,17,12,i,BSA.04-04,LA,,cone + half sphere,458.93,,,,,,,,,
Phyto,4/9/2021,12:50,NZ004,60.0,6,10.00%,0.0683,314.159,3.0735,45,17.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,354,708,0.8,c,BSA.04-04,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/2/2021,10:05,D19,55.0,5,9.09%,0.0683,314.159,1.1611,17,54.11,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,20,i,BSA.04-05,LA,,elliptic prism,596.84,,,,,,,,,
Phyto,4/2/2021,10:05,D19,55.0,5,9.09%,0.0683,314.159,1.1611,17,54.11,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,16.7,i,BSA.04-05,LA,,cylinder,1288.25,,,,,,,,,
Phyto,4/2/2021,10:05,D19,55.0,5,9.09%,0.0683,314.159,1.1611,17,54.11,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,1,1,183.3,i,BSA.04-05,LA,,prism on parallelogram,13087.62,,,,,,,,,
Phyto,4/2/2021,10:05,D19,55.0,5,9.09%,0.0683,314.159,1.1611,17,54.11,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,i,BSA.04-05,LA,,cone + half sphere,551.58,,,,,,,,,
