MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18,i,BSA.06-01,AB,Low sediment.,elliptic prism,525.90,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,i,BSA.06-01,AB,Low sediment.,cylinder,209.55,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,741,Nitzschia reversa,Diatom,Nitzschia,reversa,,1,1,164.8,i,BSA.06-01,AB,Low sediment.,prism on parallelogram,6427.20,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,4,4,20.4,i,BSA.06-01,AB,Low sediment.,prism on parallelogram,72.38,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,8,8,4,i,BSA.06-01,AB,Low sediment.,cylinder + 2 cones,11.45,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,3,3,14.8,i,BSA.06-01,AB,Low sediment.,2 cones,16.73,,,,,,,,,
Phyto,6/1/2021,10:50,C9,60,6,10.00%,0.0683,314.159,1.5026,22,34.85,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,795,0.8,c,BSA.06-01,AB,Low sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/2/2021,12:30,D19,62,5,8.06%,0.0683,314.159,1.0928,16,57.50,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18,i,BSA.06-02,AB,Low detritus.,elliptic prism,777.54,,,,,,,,,
Phyto,6/2/2021,12:30,D19,62,5,8.06%,0.0683,314.159,1.0928,16,57.50,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.06-02,AB,Low detritus.,cylinder,150.53,,,,,,,,,
Phyto,6/2/2021,12:30,D19,62,5,8.06%,0.0683,314.159,1.0928,16,57.50,1694,Skeletonema cf. costatum,Diatom,Skeletonema,costatum,,1,1,7.4,i,BSA.06-02,AB,Low detritus.,cylinder + 2 half spheres,36.32,,,,,,,,,
