MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,5,5,18.5,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,cylinder,198.91,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,15,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,elliptic prism,219.13,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,325,Epithemia sorex,Diatom,Epithemia,sorex,,1,1,22,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,cymbelloid,341.06,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,976,Synedra ulna,Diatom,Synedra,ulna,,2,2,172,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,box,5598.06,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,5.6,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,cylinder,73.89,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,10,10,2.8,i,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,sphere,11.49,,,,,,,,,
Phyto,8/3/2015,7:33,C3A,65,3,4.62%,0.0697,314.159,2.510873964,36,41.71,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,410,989,0.75,c,BSA.08-01,JW,Low sediment and detritus. Many broken diatoms. ,sphere,0.27,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.18,0.18
Phyto,8/10/2015,11:25,D7,62,2,3.23%,0.0697,314.159,0.627718491,9,250.24,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,13,i,BSA.08-02,JW,Low sediment and moderate detritus.,cylinder,663.66,,,,,,,,,
Phyto,8/10/2015,11:25,D7,62,2,3.23%,0.0697,314.159,0.627718491,9,250.24,586,Navicula gregaria,Diatom,Navicula,gregaria,,1,1,20,i,BSA.08-02,JW,Low sediment and moderate detritus.,elliptic prism,282.74,,,,,,,,,
Phyto,8/10/2015,11:25,D7,62,2,3.23%,0.0697,314.159,0.627718491,9,250.24,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,2,2,9.3,i,BSA.08-02,JW,Low sediment and moderate detritus.,cylinder,203.79,,,,,,,,,
