MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,3,3,19.1,i,BSA.02-01,DK,Moderate sediment and low detritus.,elliptic prism,316.37,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,540,Melosira varians,Diatom,Melosira,varians,,1,1,24.1,i,BSA.02-01,DK,Moderate sediment and low detritus.,cylinder,4488.98,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,631,cf. Navicula sp.,Diatom,Navicula,sp.,,2,2,16.7,i,BSA.02-01,DK,Moderate sediment and low detritus.,elliptic prism,282.00,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,5,5,15.4,c,BSA.02-01,DK,Moderate sediment and low detritus.,box,311.57,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,20.4,i,BSA.02-01,DK,Moderate sediment and low detritus.,cylinder,3333.88,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,3.1,i,BSA.02-01,DK,Moderate sediment and low detritus.,sphere,15.60,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,1692,Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,7.4,i,BSA.02-01,DK,Moderate sediment and low detritus.,prolate spheroid,144.17,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,3,3,6.5,i,BSA.02-01,DK,Moderate sediment and low detritus.,cone + half sphere,112.82,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,1365,Rhodomonas cf. lacustris,Soft Body,Rhodomonas,lacustris,,6,6,10.2,i,BSA.02-01,DK,Moderate sediment and low detritus.,cone + half sphere,443.97,,,,,,,,,
Phyto,2/6/2018,10:45,D28A,58.5,5,8.55%,0.0697,314.159,0.348732495,5,180.17,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,422,846,0.65,c,BSA.02-01,DK,Moderate sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,2/7/2018,9:30,D26,61.5,2,3.25%,0.0697,314.159,0.418478994,6,375.36,846,Planothidium sp.,Diatom,Planothidium,sp.,,2,2,10.5,i,BSA.02-02,DK,Low sediment and detritus. Broken diatoms observed.,elliptic prism,140.36,,,,,,,,,
Phyto,2/7/2018,9:30,D26,61.5,2,3.25%,0.0697,314.159,0.418478994,6,375.36,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,17.2,i,BSA.02-02,DK,Fragment. Low sediment and detritus. Broken diatoms observed.,elliptic prism,279.90,,,,,,,,,
Phyto,2/7/2018,9:30,D26,61.5,2,3.25%,0.0697,314.159,0.418478994,6,375.36,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,16,16,4.6,i,BSA.02-02,DK,Low sediment and detritus. Broken diatoms observed.,sphere,50.96,,,,,,,,,
Phyto,2/7/2018,9:30,D26,61.5,2,3.25%,0.0697,314.159,0.418478994,6,375.36,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.1,i,BSA.02-02,DK,Low sediment and detritus. Broken diatoms observed.,cone + half sphere,86.70,,,,,,,,,
