MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,3,3,11.1,i,BSA.03-01,DK,High sediment and moderate detritus.,elliptic prism,90.32,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,35,35,13,i,BSA.03-01,DK,High sediment and moderate detritus.,cylinder,1234.41,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,42.6,i,BSA.03-01,DK,High sediment and moderate detritus.,elliptic prism,4515.48,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,412,Navigeia decussis,Diatom,Navigeia,decussis,,1,1,22.2,i,BSA.03-01,DK,High sediment and moderate detritus.,elliptic prism,722.54,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,13.9,i,BSA.03-01,DK,High sediment and moderate detritus.,prism on parallelogram,144.00,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,992,Tryblionella cf. apiculata,Diatom,Tryblionella,apiculata,,1,1,35.2,i,BSA.03-01,DK,High sediment and moderate detritus.,elliptic prism,1145.65,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,11.1,i,BSA.03-01,DK,Fragment. High sediment and moderate detritus.,elliptic prism,361.27,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,51,51,3.7,i,BSA.03-01,DK,High sediment and moderate detritus.,sphere,26.52,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,4.6,i,BSA.03-01,DK,High sediment and moderate detritus.,cylinder + 2 cones,3.21,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,22.2,i,BSA.03-01,DK,High sediment and moderate detritus.,2 cones,19.64,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,7.4,c,BSA.03-01,DK,High sediment and moderate detritus.,prolate spheroid,22.32,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1325,cf. Ochromonas spp.,Soft Body,Ochromonas,spp.,,8,8,4.6,i,BSA.03-01,DK,High sediment and moderate detritus.,cone + half sphere,49.30,,,,,,,,,
Phyto,3/5/2018,10:15,C10A,61,3,4.92%,0.0697,314.159,0.348732495,5,300.29,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,408,832,0.65,c,BSA.03-01,DK,High sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
