MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/13/2021,8:50,D12,61,5,8.20%,0.0683,314.159,1.4343,21,43.81,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,15,i,BSA.09-01,AB,Low sediment and detritus.,cylinder,876.74,,,,,,,,,
Phyto,9/13/2021,8:50,D12,61,5,8.20%,0.0683,314.159,1.4343,21,43.81,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,18.5,i,BSA.09-01,AB,Low sediment and detritus.,prism on parallelogram,37.04,,,,,,,,,
Phyto,9/13/2021,8:50,D12,61,5,8.20%,0.0683,314.159,1.4343,21,43.81,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,9.3,i,BSA.09-01,AB,Low sediment and detritus.,cone + half sphere,341.91,,,,,,,,,
Phyto,9/13/2021,8:50,D12,61,5,8.20%,0.0683,314.159,1.4343,21,43.81,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,400,800,0.8,c,BSA.09-01,AB,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/13/2021,8:50,D12,61,5,8.20%,0.0683,314.159,1.4343,21,43.81,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,3,7,5,c,BSA.09-01,AB,Low sediment and detritus.,sphere,41.63,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,2066,Acanthoceras sp.,Diatom,Acanthoceras,sp.,,1,1,17.5,i,BSA.09-02,AB,Moderate sediment and low detritus.,elliptic prism,309.25,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.09-02,AB,Moderate sediment and low detritus.,prism on parallelogram,19.50,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7,i,BSA.09-02,AB,Moderate sediment and low detritus.,cylinder + 2 half spheres,21.99,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.5,i,BSA.09-02,AB,Moderate sediment and low detritus.,sphere,215.04,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,6,6,4,i,BSA.09-02,AB,Moderate sediment and low detritus.,cylinder + 2 cones,13.04,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1121,cf. Lagerheimia sp.,Soft Body,Lagerheimia,sp.,,1,1,6,i,BSA.09-02,AB,Moderate sediment and low detritus.,ellipsoid,9.42,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,14.8,i,BSA.09-02,AB,Moderate sediment and low detritus.,prolate spheroid,287.59,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,8,i,BSA.09-02,AB,Moderate sediment and low detritus.,cone + half sphere,201.06,,,,,,,,,
Phyto,9/14/2021,10:40,D4,61,4,6.56%,0.0683,314.159,1.366,20,57.50,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,386,776,0.8,c,BSA.09-02,AB,Moderate sediment and low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6,i,BSA.09-03,AB,Girdle view. Low detritus.,cylinder,113.10,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1732,Entomoneis cf. paludosa,Diatom,Entomoneis,paludosa,,1,1,20.4,i,BSA.09-03,AB,Low detritus.,elliptic prism,1185.64,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14,i,BSA.09-03,AB,Low detritus.,prism on parallelogram,103.60,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,1,6,i,BSA.09-03,AB,Low detritus.,prolate spheroid,28.27,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,3,3,4.2,i,BSA.09-03,AB,Low detritus.,cylinder + 2 cones,12.34,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13.2,i,BSA.09-03,AB,Low detritus.,prolate spheroid,292.01,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,11,i,BSA.09-03,AB,Low detritus.,cone + half sphere,209.44,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,9,9,6,i,BSA.09-03,AB,Low detritus.,cone + half sphere,83.67,,,,,,,,,
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,388,778,0.8,c,BSA.09-03,AB,Low detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/13/2021,10:25,D16,61,5,8.20%,0.0683,314.159,2.1173,31,29.68,1477,Microcystis sp.,Soft Body,Microcystis,sp.,,7,8,5.6,c,BSA.09-03,AB,Low detritus.,sphere,61.60,,,,,,,,,
Phyto,9/14/2021,11:50,D22,62,4,6.45%,0.0683,314.159,1.1611,17,67.64,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.09-04,AB,Low detritus.,cylinder,172.03,,,,,,,,,
