MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,22.2,i,BSA.06-01,KS,Low sediment and detritus. ,elliptic prism,716.09,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,182,Cyclotella cf. meneghiniana,Diatom,Cyclotella,meneghiniana,,77,77,20.4,i,BSA.06-01,KS,Low sediment and detritus. ,cylinder,3039.71,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,7.4,i,BSA.06-01,KS,Low sediment and detritus. ,cylinder,182.26,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,410,Frustulia vulgaris,Diatom,Frustulia,vulgaris,,1,1,50,i,BSA.06-01,KS,Low sediment and detritus. ,elliptic prism,2441.02,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,31.5,i,BSA.06-01,KS,Low sediment and detritus. ,elliptic prism,677.38,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,2,2,29.6,i,BSA.06-01,KS,Low sediment and detritus. ,prism on parallelogram,202.61,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,,1,1,22.2,i,BSA.06-01,KS,Low sediment and detritus. ,prism on parallelogram,151.96,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,1677,Nitzschia incerta,Diatom,Nitzschia,incerta,,2,2,83.3,i,BSA.06-01,KS,Low sediment and detritus. ,prism on parallelogram,292.80,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,3,3,13,i,BSA.06-01,KS,Low sediment and detritus. ,prism on parallelogram,88.99,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,3.7,i,BSA.06-01,KS,Low sediment and detritus. ,sphere,26.52,,,,,,,,,
Phyto,6/8/2016,9:30,C10A,65,4,6.15%,0.0697,314.159,0.627718491,9,125.12,1132,Monoraphidium arcuatum,Soft Body,Monoraphidium,arcuatum,,1,1,29.6,i,BSA.06-01,KS,Low sediment and detritus. ,2 cones,55.95,,,,,,,,,
