MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,11.2,i,BSA.07-01,KS,Fragment. Low sediment and moderate detritus.,cylinder,275.86,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,4.7,i,BSA.07-01,KS,Low sediment and moderate detritus.,cylinder,32.96,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,976,Synedra ulna,Diatom,Synedra,ulna,,1,1,9.3,i,BSA.07-01,KS,Fragment. Low sediment and moderate detritus.,box,151.34,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,5.6,i,BSA.07-01,KS,Low sediment and moderate detritus.,2 cones,2.93,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,4,4,6.5,i,BSA.07-01,KS,Low sediment and moderate detritus.,prolate spheroid,46.59,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,27,29,5.6,c,BSA.07-01,KS,Low sediment and moderate detritus.,sphere,91.95,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,352,734,0.85,c,BSA.07-01,KS,Low sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1471,cf. Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,14,1.4,i,BSA.07-01,KS,Low sediment and moderate detritus.,cube,2.74,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1686,Pseudanabaena arcuata,Soft Body,Pseudanabaena,arcuata,,1,4,1.9,i,BSA.07-01,KS,Low sediment and moderate detritus.,cylinder,1.49,,,,,,,,,
Phyto,7/3/2014,7:35,EZ2 SJR,65,2,3.08%,0.0697,314.159,1.115943984,16,140.76,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,9,9,5.6,i,BSA.07-01,KS,Low sediment and moderate detritus.,sphere,91.95,,,,,,,,,
