MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,11.1,i,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,92.76,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.5,i,BSA.10-01,DK,Obscured by detritus. Low sediment and moderate detritus. Many broken diatoms.,cylinder,185.83,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,14.8,i,BSA.10-01,DK,Obscured by detritus. Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,197.84,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,3,3,11.1,i,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,94.46,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,14.8,i,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,76.66,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,8,8,13,c,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,box,173.78,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,8,8,5.6,i,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,91.95,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,10,10,7.4,i,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,159.13,,,,,,,,,
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,524,1336,0.65,c,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,10/20/2016,10:30,C3A,65,8,12.31%,0.0697,314.159,0.348732495,5,112.61,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,7,68,1.9,f,BSA.10-01,DK,Low sediment and moderate detritus. Many broken diatoms.,cylinder,1.21,,,,,,,,,
