MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,20.6,i,BSA.10-01,KS,Moderate sediment and detritus.,elliptic prism,670.47,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1651,Cyclotella cf. striata,Diatom,Cyclotella,striata,,1,1,16.8,i,BSA.10-01,KS,Fragment. Moderate sediment and detritus.,cylinder,1241.36,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,5.6,i,BSA.10-01,KS,Moderate sediment and detritus.,cylinder,46.8,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,1,3.7,i,BSA.10-01,KS,Moderate sediment and detritus.,ellipsoid,10.31,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1346,Cryptomonas erosa,Soft Body,Cryptomonas,erosa,,1,1,16.8,i,BSA.10-01,KS,Moderate sediment and detritus.,prolate spheroid,760.81,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,2,2,13.1,i,BSA.10-01,KS,Moderate sediment and detritus.,cone + half sphere,925.5,,,,,,,,,
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,431,1044,0.85,c,BSA.10-01,KS,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,10/7/2014,13:35,D6,64,3,4.69%,0.0697,314.159,0.69746499,10,150.14,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,1,1,3.7,i,BSA.10-01,KS,Moderate sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,i,BSA.10-02,KS,Fragment. Low sediment and detritus.,cylinder,251.34,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,7.5,i,BSA.10-02,KS,Low sediment and detritus.,prism on parallelogram,13.54,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1346,Cryptomonas erosa,Soft Body,Cryptomonas,erosa,,1,1,13.1,i,BSA.10-02,KS,Low sediment and detritus.,prolate spheroid,385.83,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,1,1,5.6,i,BSA.10-02,KS,Low sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,410,1398,0.85,c,BSA.10-02,KS,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,23,40,3.7,c,BSA.10-02,KS,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,10/3/2014,12:00,D4,65,3,4.62%,0.0697,314.159,0.69746499,10,150.14,1641,cf. Strombidium sp.,Soft Body,Strombidium,sp.,,1,1,15,i,BSA.10-02,KS,Low sediment and detritus.,prolate spheroid,679.29,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,9.3,i,BSA.10-03,KS,Fragment. Low sediment and detritus.,cylinder,229.06,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,11.2,i,BSA.10-03,KS,Fragment. Low sediment and detritus.,elliptic prism,93.59,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,26.2,i,BSA.10-03,KS,Low sediment and detritus.,elliptic prism,997.39,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,702,Nitzschia fonticola,Diatom,Nitzschia,fonticola,,2,2,16.8,i,BSA.10-03,KS,Low sediment and detritus.,prism on parallelogram,115,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,5.6,i,BSA.10-03,KS,Low sediment and detritus.,prism on parallelogram,10.11,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,11.2,i,BSA.10-03,KS,Girdle view. Low sediment and detritus.,cylinder,551.71,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1357,Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,4,4,7.5,i,BSA.10-03,KS,Low sediment and detritus.,prolate spheroid,53.76,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.10-03,KS,Low sediment and detritus.,cone + half sphere,337.38,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,23,25,5.6,c,BSA.10-03,KS,Low sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,295,816,0.85,c,BSA.10-03,KS,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,8,20,1.9,c,BSA.10-03,KS,Low sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,54,75,3.7,c,BSA.10-03,KS,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1500,cf. Planktolyngbya limnetica,Soft Body,Planktolyngbya,limnetica,,1,15,0.8,f,BSA.10-03,KS,Low sediment and detritus.,cylinder,0.4,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1686,Pseudanabaena arcuata,Soft Body,Pseudanabaena,arcuata,,7,22,3.7,f,BSA.10-03,KS,Low sediment and detritus.,cylinder,10.49,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1705,cf. Rhabdoderma lineare ,Soft Body,Rhabdoderma,lineare,,1,1,7.5,i,BSA.10-03,KS,Low sediment and detritus.,prolate spheroid,14.18,,,,,,,,,
Phyto,10/1/2014,12:30,D19,65,2,3.08%,0.0697,314.159,0.906704487,13,173.24,1526,Synechococcus sp.,Soft Body,Synechococcus,sp.,,11,11,7.5,i,BSA.10-03,KS,Low sediment and detritus.,sphere,220.89,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,99,Bacillaria paxillifer,Diatom,Bacillaria,paxillifer,,3,3,9.3,i,BSA.10-04,KS,Fragment. Low sediment and detritus.,box,258.08,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.2,i,BSA.10-04,KS,Low sediment and detritus.,cylinder,111.71,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,1027,Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,,2,2,5.6,i,BSA.10-04,KS,Low sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,1698,Chlamydonephris pomiformis,Soft Body,Chlamydonephris,pomiformis,,1,1,11.2,i,BSA.10-04,KS,Low sediment and detritus.,sphere,735.62,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,5.6,i,BSA.10-04,KS,Low sediment and detritus.,2 cones,10.59,,,,,,,,,
Phyto,10/1/2014,13:40,D28A,64,5,7.81%,0.0697,314.159,0.627718491,9,100.1,1346,Cryptomonas erosa,Soft Body,Cryptomonas,erosa,,1,1,16.8,i,BSA.10-04,KS,Low sediment and detritus.,prolate spheroid,760.81,,,,,,,,,
