MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/6/2020,8:45,C3A-Hood,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,1.9,i,BSA.10-01,BB,,sphere,3.59,,,,,,,,,
Phyto,10/6/2020,8:45,C3A-Hood,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,288,596,0.8,c,BSA.10-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,3.7,i,BSA.10-02,BB,,sphere,6.37,,,,,,,,,
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,i,BSA.10-02,BB,,cylinder + 2 cones,8.03,,,,,,,,,
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.10-02,BB,,cone + half sphere,337.38,,,,,,,,,
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,20,28,6.5,i,BSA.10-02,BB,,sphere,113.10,,,,,,,,,
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1766,Dolichospermum sp.,Soft Body,Dolichospermum,sp.,,1,2,6.5,i,BSA.10-02,BB,,sphere,85.08,,,,,,,,,
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,364,744,0.8,c,BSA.10-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/6/2020,10:45,C9,60.0,1,1.67%,0.0697,314.159,2.1607,31,145.40,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,3,4.3,i,BSA.10-02,BB,,cylinder,12.19,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,10.2,i,BSA.10-03,BB,,cylinder,457.59,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,586,Navicula cf. gregaria,Diatom,Navicula,gregaria,,2,2,44.4,i,BSA.10-03,BB,,elliptic prism,1662.85,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,20,20,8.3,i,BSA.10-03,BB,,cylinder + 2 half spheres,76.34,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,25,25,1.9,i,BSA.10-03,BB,,sphere,3.59,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1085,Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,2,16,5.6,i,BSA.10-03,BB,,sphere,91.95,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,3,3,7.4,i,BSA.10-03,BB,,2 cones,22.32,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1235,cf. Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,3.7,i,BSA.10-03,BB,,prolate spheroid,6.99,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.10-03,BB,,cone + half sphere,232.66,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,i,BSA.10-03,BB,,cone + half sphere,112.82,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,2,3,3.7,i,BSA.10-03,BB,,sphere,26.52,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,351,728,0.8,c,BSA.10-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,80,1.3,i,BSA.10-03,BB,,cube,2.20,,,,,,,,,
Phyto,10/6/2020,12:30,C10A,59.0,1,1.69%,0.0697,314.159,1.1849,17,265.14,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,3.7,i,BSA.10-03,BB,,sphere,26.52,,,,,,,,,
Phyto,10/9/2020,9:35,EZ6-SJR,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,1.9,i,BSA.10-04,BB,,sphere,3.59,,,,,,,,,
Phyto,10/9/2020,9:35,EZ6-SJR,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,1,1,3.7,i,BSA.10-04,BB,,prolate spheroid,6.99,,,,,,,,,
Phyto,10/9/2020,9:35,EZ6-SJR,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,4,4,5.6,i,BSA.10-04,BB,,sphere,41.63,,,,,,,,,
Phyto,10/9/2020,9:35,EZ6-SJR,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,413,842,0.8,c,BSA.10-04,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/8/2020,11:50,P8,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,3.7,i,BSA.10-05,BB,,cylinder,39.78,,,,,,,,,
Phyto,10/8/2020,11:50,P8,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,1.9,i,BSA.10-05,BB,,sphere,3.59,,,,,,,,,
Phyto,10/8/2020,11:50,P8,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,14,14,6.5,i,BSA.10-05,BB,,cone + half sphere,84.55,,,,,,,,,
Phyto,10/8/2020,11:50,P8,63.0,1,1.59%,0.0697,314.159,3.485,50,90.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,363,734,0.8,c,BSA.10-05,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,1.9,i,BSA.10-06,BB,,sphere,3.59,,,,,,,,,
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.10-06,BB,,cone + half sphere,337.38,,,,,,,,,
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1402,Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,1,33,0.9,i,BSA.10-06,BB,,sphere,0.38,,,,,,,,,
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,7,8,5.6,i,BSA.10-06,BB,,sphere,91.95,,,,,,,,,
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,385,784,0.8,c,BSA.10-06,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/7/2020,10:55,D16,61.0,1,1.64%,0.0697,314.159,1.5334,22,204.88,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,4,3.7,i,BSA.10-06,BB,,cylinder,4.91,,,,,,,,,
Phyto,10/14/2020,11:45,NZ004,62.0,1,1.61%,0.0697,314.159,0.9758,14,321.95,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3.7,i,BSA.10-07,BB,,sphere,15.60,,,,,,,,,
Phyto,10/14/2020,11:45,NZ004,62.0,1,1.61%,0.0697,314.159,0.9758,14,321.95,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,409,832,0.8,c,BSA.10-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/12/2020,14:05,D10,62.0,1,1.61%,0.0697,314.159,0.8364,12,375.61,595,Navicula cf. lanceolata,Diatom,Navicula,lanceolata,,1,1,35.2,i,BSA.10-08,BB,,elliptic prism,756.95,,,,,,,,,
Phyto,10/12/2020,14:05,D10,62.0,1,1.61%,0.0697,314.159,0.8364,12,375.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.10-08,BB,,sphere,3.59,,,,,,,,,
