MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,9.3,i,BSA.12-01,KS,Fragment. Many broken diatoms.,cylinder,99.99,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.3,i,BSA.12-01,KS,Many broken diatoms.,cylinder,115.34,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,744,Nitzschia cf. sigma,Diatom,Nitzschia,sigma,,1,1,100,i,BSA.12-01,KS,Fragment. Many broken diatoms.,prism on parallelogram,4144.00,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,7.4,i,BSA.12-01,KS,Many broken diatoms.,prism on parallelogram,13.36,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,1,13,i,BSA.12-01,KS,Fragment. Many broken diatoms.,elliptic prism,95.06,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,4.6,i,BSA.12-01,KS,Many broken diatoms.,cone + half sphere,50.96,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,1357,Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,1,1,5.6,i,BSA.12-01,KS,Many broken diatoms.,prolate spheroid,82.36,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,6.5,i,BSA.12-01,KS,Many broken diatoms.,cone + half sphere,122.78,,,,,,,,,
Phyto,12/9/2016,12:25,D4,65,1,1.54%,0.0697,314.159,0.418478994,6,750.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,462,957,0.65,c,BSA.12-01,KS,Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,4,4,13,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,elliptic prism,105.78,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,5.6,i,BSA.12-02,DK,Girdle view. Low detrtius. Sample contains mucilaginous detritus.,cylinder,91.13,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,730,Nitzschia palea,Diatom,Nitzschia,palea,,2,2,26.8,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,prism on parallelogram,138.82,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.12-02,DK,Girdle view. Low detrtius. Sample contains mucilaginous detritus.,prism on parallelogram,134.68,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,18,18,2.8,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,sphere,11.49,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,4.6,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,cone + half sphere,50.96,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,9,9,5.6,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,cone + half sphere,83.74,,,,,,,,,
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,446,926,0.65,c,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,12/6/2016,13:30,C10A,65,4,6.15%,0.0697,314.159,0.348732495,5,225.21,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,1,4.6,i,BSA.12-02,DK,Low detrtius. Sample contains mucilaginous detritus.,sphere,50.96,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,6.5,i,BSA.12-03,DK,Girdle view. High sediment and detritus. Sample contains mucilaginous detritus.,cylinder,160.10,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,730,Nitzschia palea,Diatom,Nitzschia,palea,,2,2,20.4,i,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,prism on parallelogram,105.67,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,i,BSA.12-03,DK,Fragment. High sediment and detritus. Sample contains mucilaginous detritus.,prism on parallelogram,119.14,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,27.8,i,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,cylinder,11229.25,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,20,20,3.7,i,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,sphere,26.52,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,2,2,5.6,i,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,prolate spheroid,91.95,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,12,12,10.2,i,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,cone + half sphere,430.35,,,,,,,,,
Phyto,12/13/2016,11:45,D41,65,9,13.85%,0.0697,314.159,0.348732495,5,100.10,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,1382,2878,0.65,c,BSA.12-03,DK,High sediment and detritus. Sample contains mucilaginous detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,12/13/2016,10:10,D41A,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,30,cf. Achnanthes sp.,Diatom,Achnanthes,sp.,,1,1,27.8,i,BSA.12-04,KS,Fragment. High sediment and detritus.,elliptic prism,452.40,,,,,,,,,
Phyto,12/13/2016,10:10,D41A,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.12-04,KS,High sediment and detritus.,cylinder,159.13,,,,,,,,,
Phyto,12/13/2016,10:10,D41A,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.12-04,KS,High sediment and detritus.,cone + half sphere,321.53,,,,,,,,,
Phyto,12/13/2016,10:10,D41A,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,636,1331,0.65,c,BSA.12-04,KS,High sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,12/13/2016,10:10,D41A,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,9,9,1.4,i,BSA.12-04,KS,High sediment and detritus.,sphere,1.44,,,,,,,,,
Phyto,12/13/2016,14:50,D6,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,10.2,i,BSA.12-05,DK,Girdle view. High sediment and moderate detritus. Sample contains mucilaginous detritus. Ditylum spines observed.,elliptic prism,331.98,,,,,,,,,
Phyto,12/13/2016,14:50,D6,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,8.3,i,BSA.12-05,DK,High sediment and moderate detritus. Sample contains mucilaginous detritus. Ditylum spines observed.,prism on parallelogram,42.99,,,,,,,,,
Phyto,12/13/2016,14:50,D6,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,3,3,1.9,i,BSA.12-05,DK,High sediment and moderate detritus. Sample contains mucilaginous detritus. Ditylum spines observed.,sphere,3.59,,,,,,,,,
Phyto,12/13/2016,14:50,D6,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,2,2,7.4,i,BSA.12-05,DK,High sediment and moderate detritus. Sample contains mucilaginous detritus. Ditylum spines observed.,prolate spheroid,212.17,,,,,,,,,
Phyto,12/13/2016,14:50,D6,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,3,3,6.5,i,BSA.12-05,DK,High sediment and moderate detritus. Sample contains mucilaginous detritus. Ditylum spines observed.,cone + half sphere,143.79,,,,,,,,,
