MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,8/9/2019,11:05,D8,63.0,1,1.59%,0.0683,314.159,0.4781,7,657.10,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,i,BSA.08-01,CT,Moderate sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,8/9/2019,11:05,D8,63.0,1,1.59%,0.0683,314.159,0.4781,7,657.10,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,16.7,i,BSA.08-01,CT,Moderate sediment and detritus.,prolate spheroid,1077.36,,,,,,,,,
Phyto,8/9/2019,11:05,D8,63.0,1,1.59%,0.0683,314.159,0.4781,7,657.10,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,446,902,0.8,c,BSA.08-01,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/8/2019,11:50,D4,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,i,BSA.08-02,BB,,cylinder,232.75,,,,,,,,,
Phyto,8/8/2019,11:50,D4,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,6.5,i,BSA.08-02,BB,,cylinder + 2 half spheres,40.02,,,,,,,,,
Phyto,8/8/2019,11:50,D4,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.08-02,BB,,sphere,3.59,,,,,,,,,
Phyto,8/8/2019,11:50,D4,59.0,1,1.69%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,432,902,0.8,c,BSA.08-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/8/2019,11:05,D10,62.0,1,1.61%,0.0683,314.159,0.4098,6,766.62,139,Chaetoceros sp.,Diatom,Chaetoceros,sp.,,1,1,9.3,i,BSA.08-03,CT,,elliptic prism + cylinder,409.85,,,,,,,,,
Phyto,8/8/2019,11:05,D10,62.0,1,1.61%,0.0683,314.159,0.4098,6,766.62,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,i,BSA.08-03,CT,,cylinder,61.49,,,,,,,,,
Phyto,8/8/2019,11:05,D10,62.0,1,1.61%,0.0683,314.159,0.4098,6,766.62,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,459,933,0.8,c,BSA.08-03,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,i,BSA.08-04,CT,High sediment and detritus.,elliptic prism,770.66,,,,,,,,,
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,i,BSA.08-04,CT,High sediment and detritus.,cylinder,340.60,,,,,,,,,
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3.7,i,BSA.08-04,CT,High sediment and detritus.,sphere,8.18,,,,,,,,,
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,4,5,4.6,c,BSA.08-04,CT,High sediment and detritus.,sphere,36.09,,,,,,,,,
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,812,0.8,c,BSA.08-04,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/2/2019,8:05,C9,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,3,2.8,f,BSA.08-04,CT,High sediment and detritus.,cylinder,7.94,,,,,,,,,
Phyto,8/6/2019,8:30,D12,63.0,1,1.59%,0.0683,314.159,0.5464,8,574.96,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,i,BSA.08-05,CT,,sphere,3.59,,,,,,,,,
Phyto,8/6/2019,8:30,D12,63.0,1,1.59%,0.0683,314.159,0.5464,8,574.96,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,822,0.8,c,BSA.08-05,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/12/2019,10:10,D6,64.0,1,1.56%,0.0697,314.159,0.3485,5,901.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.08-06,BB,,cylinder,68.96,,,,,,,,,
Phyto,8/12/2019,10:10,D6,64.0,1,1.56%,0.0697,314.159,0.3485,5,901.46,1692,Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,4.6,i,BSA.08-06,BB,,prolate spheroid,50.96,,,,,,,,,
Phyto,8/12/2019,10:10,D6,64.0,1,1.56%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,489,1034,0.8,c,BSA.08-06,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/12/2019,13:00,D7,63.0,1,1.59%,0.0697,314.159,0.3485,5,901.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.08-07,BB,,cylinder,68.96,,,,,,,,,
Phyto,8/12/2019,13:00,D7,63.0,1,1.59%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,507,1068,0.8,c,BSA.08-07,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/6/2019,9:35,D19,63.0,1,1.59%,0.0697,314.159,0.8364,12,375.61,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.08-08,BB,,cylinder,68.96,,,,,,,,,
Phyto,8/6/2019,9:35,D19,63.0,1,1.59%,0.0697,314.159,0.8364,12,375.61,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,8.3,i,BSA.08-08,BB,,cylinder + 2 half spheres,35.74,,,,,,,,,
Phyto,8/6/2019,9:35,D19,63.0,1,1.59%,0.0697,314.159,0.8364,12,375.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.8,i,BSA.08-08,BB,,sphere,4.85,,,,,,,,,
Phyto,8/6/2019,9:35,D19,63.0,1,1.59%,0.0697,314.159,0.8364,12,375.61,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.08-08,BB,,cone + half sphere,232.66,,,,,,,,,
Phyto,8/6/2019,9:35,D19,63.0,1,1.59%,0.0697,314.159,0.8364,12,375.61,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,828,0.8,c,BSA.08-08,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/8/2019,12:40,D22,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,4,4,16.7,i,BSA.08-09,BB,,cylinder,1818.03,,,,,,,,,
Phyto,8/8/2019,12:40,D22,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,8,i,BSA.08-09,BB,,cylinder,201.06,,,,,,,,,
Phyto,8/8/2019,12:40,D22,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1675,Thalassiosira eccentrica,Diatom,Thalassiosira,eccentrica,,1,1,25.9,i,BSA.08-09,BB,,cylinder,6322.23,,,,,,,,,
Phyto,8/8/2019,12:40,D22,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,1.9,i,BSA.08-09,BB,,sphere,3.59,,,,,,,,,
Phyto,8/8/2019,12:40,D22,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,834,0.8,c,BSA.08-09,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/7/2019,7:40,D16-Twitchell,63.0,1,1.59%,0.0683,314.159,1.0928,16,287.48,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,13,i,BSA.08-10,BB,,cylinder,295.07,,,,,,,,,
Phyto,8/7/2019,7:40,D16-Twitchell,63.0,1,1.59%,0.0683,314.159,1.0928,16,287.48,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,i,BSA.08-10,BB,,sphere,8.18,,,,,,,,,
Phyto,8/7/2019,7:40,D16-Twitchell,63.0,1,1.59%,0.0683,314.159,1.0928,16,287.48,1819,Schroederia setigera,Soft Body,Schroederia,setigera,,1,1,18.5,i,BSA.08-10,BB,,2 cones,132.61,,,,,,,,,
Phyto,8/7/2019,7:40,D16-Twitchell,63.0,1,1.59%,0.0683,314.159,1.0928,16,287.48,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,812,0.8,c,BSA.08-10,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,8/13/2019,12:10,D41,61.0,1,1.64%,0.0683,314.159,1.2294,18,255.54,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,9.3,i,BSA.08-11,CT,,prism on parallelogram,16.79,,,,,,,,,
Phyto,8/13/2019,12:10,D41,61.0,1,1.64%,0.0683,314.159,1.2294,18,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,i,BSA.08-11,CT,,sphere,3.59,,,,,,,,,
Phyto,8/13/2019,12:10,D41,61.0,1,1.64%,0.0683,314.159,1.2294,18,255.54,1692,cf. Kephyrion sp.,Soft Body,Kephyrion,sp.,,2,2,5.6,i,BSA.08-11,CT,,prolate spheroid,36.56,,,,,,,,,
Phyto,8/13/2019,12:10,D41,61.0,1,1.64%,0.0683,314.159,1.2294,18,255.54,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,i,BSA.08-11,CT,,cone + half sphere,143.68,,,,,,,,,
