MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/4/2015,10:50,D8,64,2,3.13%,0.0697,314.159,0.976450986,14,160.87,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,20.4,i,BSA.11-01,JW,Moderate sediment and high detritus.,cylinder,3268.51,,,,,,,,,
Phyto,11/4/2015,10:50,D8,64,2,3.13%,0.0697,314.159,0.976450986,14,160.87,289,Diploneis sp.,Diatom,Diploneis,sp.,,1,1,41,i,BSA.11-01,JW,Moderate sediment and high detritus.,elliptic prism,1674.47,,,,,,,,,
Phyto,11/4/2015,10:50,D8,64,2,3.13%,0.0697,314.159,0.976450986,14,160.87,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,i,BSA.11-01,JW,Moderate sediment and high detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,11/4/2015,10:50,D8,64,2,3.13%,0.0697,314.159,0.976450986,14,160.87,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,415,1003,0.65,c,BSA.11-01,JW,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,30,i,BSA.11-02,JW,Moderate sediment and high detritus.,elliptic prism,1201.66,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,6,6,46,i,BSA.11-02,JW,Moderate sediment and high detritus.,elliptic prism,11922.33,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,483,Gyrosigma cf. spencerii,Diatom,Gyrosigma,spencerii,,1,1,74,i,BSA.11-02,JW,Moderate sediment and high detritus.,prism on parallelogram,1032.3,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,35,i,BSA.11-02,JW,Moderate sediment and high detritus.,cylinder,9621.12,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,i,BSA.11-02,JW,Moderate sediment and high detritus.,sphere,11.49,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,7.4,i,BSA.11-02,JW,Moderate sediment and high detritus.,cone + half sphere,186.37,,,,,,,,,
Phyto,11/4/2015,13:50,EZ2,64,2,3.13%,0.0697,314.159,0.69746499,10,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,384,876,0.65,c,BSA.11-02,JW,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/5/2015,10:20,D7,61,2,3.28%,0.0697,314.159,1.115943984,16,140.76,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,7.4,i,BSA.11-03,JW,Low sediment and moderate detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,11/5/2015,10:20,D7,61,2,3.28%,0.0697,314.159,1.115943984,16,140.76,1649,Rhodomonas salina,Soft Body,Rhodomonas,salina,,1,1,9.3,i,BSA.11-03,JW,Low sediment and moderate detritus.,cone + half sphere,337.38,,,,,,,,,
Phyto,11/5/2015,10:20,D7,61,2,3.28%,0.0697,314.159,1.115943984,16,140.76,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,433,1022,0.65,c,BSA.11-03,JW,Low sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,74,Amphora sp.,Diatom,Amphora,sp.,,1,1,14.8,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cymbelloid,102.23,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,4,4,9.3,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,cylinder,399.98,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,95,cf. Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,3,3,4.6,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder,76.45,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,7,7,22.2,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,box,459.98,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,20.4,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,551.32,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder,91.13,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,11.1,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,gomphonemoid,389.8,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,88.99,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,5,5,9.3,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,prism on parallelogram,63.66,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,976,Synedra cf. ulna,Diatom,Synedra,ulna,,1,1,7.4,i,BSA.11-04,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,box,61.84,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,11.1,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,502.67,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1038,Chlorella spp.,Soft Body,Chlorella,spp.,,9,9,3.7,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,26.52,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,5.6,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,ellipsoid,40.14,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,7.4,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,2 cones,13.99,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,3.7,c,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,prolate spheroid,6.99,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,335.12,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,25,25,5.6,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,76.35,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,8,8,10.2,i,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,479.38,,,,,,,,,
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,346,960,0.65,c,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,11/3/2015,11:20,MD10A,59,10,16.95%,0.0697,314.159,0.627718491,9,50.05,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,9,29,1.9,c,BSA.11-04,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,3.59,,,,,,,,,
