MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,24.1,i,BSA.10-01,CB,,elliptic prism,1696.51,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.10-01,CB,,cylinder,123.48,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,2,2,42.6,i,BSA.10-01,CB,,elliptic prism,6667.76,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,1,1,135.2,i,BSA.10-01,CB,,prism on parallelogram,1850.89,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,29.6,i,BSA.10-01,CB,,prism on parallelogram,52.42,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,3,3,14.8,i,BSA.10-01,CB,,cylinder + 2 half spheres,125.80,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,8,9.3,i,BSA.10-01,CB,,cone + half sphere,164.87,,,,,,,,,
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,c,BSA.10-01,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/14/2021,14:20,D16,60,5,8.33%,0.0683,314.159,1.0245,15,61.33,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,2,24,2.5,f,BSA.10-01,CB,,cylinder,1.73,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13,i,BSA.10-02,AB,,elliptic prism,71.47,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18.5,i,BSA.10-02,AB,,elliptic prism,645.13,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.10-02,AB,,cylinder,126.10,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,8.5,i,BSA.10-02,AB,,cylinder + 2 half spheres,91.39,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7,i,BSA.10-02,AB,,sphere,154.85,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,3.5,i,BSA.10-02,AB,,sphere,15.60,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,20.4,i,BSA.10-02,AB,,prolate spheroid,636.60,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,14,14,9.3,i,BSA.10-02,AB,,cone + half sphere,114.04,,,,,,,,,
Phyto,10/14/2021,16:25,D19,58,9,15.52%,0.0683,314.159,1.9807,29,17.62,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,c,BSA.10-02,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,6,6,24.1,i,BSA.10-03,CB,,elliptic prism,1153.73,,,,,,,,,
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,i,BSA.10-03,CB,,cylinder,123.40,,,,,,,,,
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,1,20.4,i,BSA.10-03,CB,,elliptic prism,251.23,,,,,,,,,
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,10,10,13,i,BSA.10-03,CB,,prolate spheroid,263.25,,,,,,,,,
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,7,7,9.3,i,BSA.10-03,CB,,cone + half sphere,170.60,,,,,,,,,
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,c,BSA.10-03,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,10/14/2021,17:05,D28A,61,7,11.48%,0.0683,314.159,1.0245,15,43.81,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,8,2,f,BSA.10-03,CB,,cylinder,1.57,,,,,,,,,
Phyto,10/14/2021,13:20,EZ6-SJR,61,5,8.20%,0.0683,314.159,1.366,20,46.00,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,2,2,12.1,i,BSA.10-04,AB,,elliptic prism,58.06,,,,,,,,,
Phyto,10/14/2021,13:20,EZ6-SJR,61,5,8.20%,0.0683,314.159,1.366,20,46.00,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,46.3,i,BSA.10-04,AB,,elliptic prism,872.73,,,,,,,,,
Phyto,10/14/2021,13:20,EZ6-SJR,61,5,8.20%,0.0683,314.159,1.366,20,46.00,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.2,i,BSA.10-04,AB,,prism on parallelogram,77.70,,,,,,,,,
