MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/6/2019,8:40,D6,63.0,2,3.17%,0.0697,314.159,0.4182,6,375.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.09-01,BB,,sphere,3.59,,,,,,,,,
Phyto,9/6/2019,8:40,D6,63.0,2,3.17%,0.0697,314.159,0.4182,6,375.61,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,418,890,0.8,c,BSA.09-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/9/2019,11:50,D7,63.0,1,1.59%,0.0697,314.159,0.4182,6,751.22,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.09-02,BB,,cylinder,159.13,,,,,,,,,
Phyto,9/9/2019,11:50,D7,63.0,1,1.59%,0.0697,314.159,0.4182,6,751.22,1923,Chrysosaccus sp.,Soft Body,Chrysosaccus,sp.,,1,32,5.6,i,BSA.09-02,BB,,prolate spheroid,37.85,,,,,,,,,
Phyto,9/9/2019,11:50,D7,63.0,1,1.59%,0.0697,314.159,0.4182,6,751.22,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,848,0.8,c,BSA.09-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/4/2019,8:35,D12,61.0,2,3.28%,0.0697,314.159,0.3485,5,450.73,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.09-03,BB,,cylinder,68.96,,,,,,,,,
Phyto,9/4/2019,8:35,D12,61.0,2,3.28%,0.0697,314.159,0.3485,5,450.73,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,27.8,i,BSA.09-03,BB,,elliptic prism,525.11,,,,,,,,,
Phyto,9/4/2019,8:35,D12,61.0,2,3.28%,0.0697,314.159,0.3485,5,450.73,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,3.7,i,BSA.09-03,BB,,sphere,6.37,,,,,,,,,
Phyto,9/4/2019,8:35,D12,61.0,2,3.28%,0.0697,314.159,0.3485,5,450.73,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,i,BSA.09-03,BB,,cone + half sphere,159.13,,,,,,,,,
Phyto,9/4/2019,8:35,D12,61.0,2,3.28%,0.0697,314.159,0.3485,5,450.73,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,426,914,0.8,c,BSA.09-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.09-04,BB,,cylinder,159.13,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,27.8,i,BSA.09-04,BB,,elliptic prism,1575.33,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.09-04,BB,,prism on parallelogram,26.00,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,18.5,i,BSA.09-04,BB,,cylinder,2499.86,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.09-04,BB,,sphere,3.59,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.09-04,BB,,cone + half sphere,232.66,,,,,,,,,
Phyto,9/6/2019,9:55,D8,64.0,1,1.56%,0.0697,314.159,0.5576,8,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,826,0.8,c,BSA.09-04,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.09-05,CT,,cylinder,91.13,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,38.9,i,BSA.09-05,CT,,elliptic prism,418.26,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,644,Navicula tripunctata,Diatom,Navicula,tripunctata,,1,1,40.7,i,BSA.09-05,CT,,elliptic prism,1963.33,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.2,i,BSA.09-05,CT,,prism on parallelogram,348.10,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,927,Staurosirella pinnata,Diatom,Staurosirella,pinnata,,1,1,6.5,i,BSA.09-05,CT,,elliptic prism,52.89,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,163,i,BSA.09-05,CT,,elliptic prism,13319.18,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2.8,i,BSA.09-05,CT,,sphere,11.49,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,i,BSA.09-05,CT,,cylinder + 2 cones,3.85,,,,,,,,,
Phyto,9/3/2019,9:00,C3A Hood,60.0,2,3.33%,0.0683,314.159,1.0245,15,153.32,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,795,0.8,c,BSA.09-05,CT,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/3/2019,10:15,C10A,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.09-06,CT,High sediment and detritus.,cylinder,240.85,,,,,,,,,
Phyto,9/3/2019,10:15,C10A,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,8,3.7,i,BSA.09-06,CT,High sediment and detritus.,sphere,11.49,,,,,,,,,
Phyto,9/3/2019,10:15,C10A,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,7.4,i,BSA.09-06,CT,High sediment and detritus.,2 cones,3.14,,,,,,,,,
Phyto,9/3/2019,10:15,C10A,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,c,BSA.09-06,CT,High sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,9/3/2019,10:15,C10A,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,389,789,0.8,c,BSA.09-06,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.09-07,CT,High sediment and detritus.,cylinder,91.13,,,,,,,,,
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.8,i,BSA.09-07,CT,High sediment and detritus.,prism on parallelogram,101.31,,,,,,,,,
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,874,Rhoicosphenia abbreviata,Diatom,Rhoicosphenia,abbreviata,,1,1,22.2,i,BSA.09-07,CT,High sediment and detritus.,gomphonemoid,871.92,,,,,,,,,
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.8,i,BSA.09-07,CT,High sediment and detritus.,sphere,4.85,,,,,,,,,
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,i,BSA.09-07,CT,High sediment and detritus.,cone + half sphere,902.58,,,,,,,,,
Phyto,9/6/2019,11:05,D4,63.0,2,3.17%,0.0683,314.159,0.3415,5,459.97,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,637,1283,0.8,c,BSA.09-07,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,9/6/2019,10:20,D10,62.0,0.5,0.81%,0.0697,314.159,0.4879,7,1287.80,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.09-08,BB,,cylinder,68.96,,,,,,,,,
