MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,2/7/2019,10:45,C10A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,11,11,9.3,c,BSA.02-01,BB,,cylinder,154.56,,,,,,,,,
Phyto,2/7/2019,10:45,C10A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,1.9,i,BSA.02-01,BB,,sphere,3.59,,,,,,,,,
Phyto,2/7/2019,10:45,C10A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,407,834,0.8,c,BSA.02-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/7/2019,7:15,C3A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,88,Aulacoseira alpigena,Diatom,Aulacoseira,alpigena,,5,5,9.3,i,BSA.02-02,BB,Moderate sediment and high detritus.,cylinder,154.56,,,,,,,,,
Phyto,2/7/2019,7:15,C3A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,20.4,i,BSA.02-02,BB,Moderate sediment and high detritus.,elliptic prism,403.12,,,,,,,,,
Phyto,2/7/2019,7:15,C3A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,1.9,i,BSA.02-02,BB,Moderate sediment and high detritus.,sphere,3.59,,,,,,,,,
Phyto,2/7/2019,7:15,C3A,62.0,0.5,0.81%,0.0697,314.159,0.5576,8,1126.83,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,423,864,0.8,c,BSA.02-02,BB,Moderate sediment and high detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,i,BSA.02-03,BB,,cylinder,312.47,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,20.4,i,BSA.02-03,BB,,elliptic prism,438.69,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,684,Nitzschia capitellata,Diatom,Nitzschia,capitellata,,1,1,24.1,i,BSA.02-03,BB,,prism on parallelogram,64.11,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,874,Rhoicosphenia abbreviata,Diatom,Rhoicosphenia,abbreviata,,1,1,12,i,BSA.02-03,BB,,gomphonemoid,241.62,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,1.9,i,BSA.02-03,BB,,sphere,3.59,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,i,BSA.02-03,BB,,cone + half sphere,902.58,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.02-03,BB,,cone + half sphere,314.74,,,,,,,,,
Phyto,2/7/2019,9:15,C9,61.0,3,4.92%,0.0697,314.159,0.5576,8,187.80,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,802,0.8,c,BSA.02-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/19/2019,13:40,D6,63.5,1,1.57%,0.0697,314.159,0.3485,5,901.46,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.4,i,BSA.02-04,BB,,sphere,5.58,,,,,,,,,
Phyto,2/19/2019,13:40,D6,63.5,1,1.57%,0.0697,314.159,0.3485,5,901.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,471,952,0.8,c,BSA.02-04,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,2/12/2019,9:20,D4,64.0,2,3.13%,0.0697,314.159,0.3485,5,450.73,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,12,i,BSA.02-05,BB,High sediment and low detritus.,cylinder,678.58,,,,,,,,,
Phyto,2/12/2019,9:20,D4,64.0,2,3.13%,0.0697,314.159,0.3485,5,450.73,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,1.9,i,BSA.02-05,BB,High sediment and low detritus.,sphere,3.59,,,,,,,,,
