MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/10/2014,10:05,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,9.3,i,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,cylinder,251.34,,,,,,,,,
Phyto,6/10/2014,10:05,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,26.2,i,BSA.06-01,KS,Fragment. Low sediment and high detritus. Many fragmented diatoms.,cylinder,5013.89,,,,,,,,,
Phyto,6/10/2014,10:05,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,323,742,0.9,c,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,6/10/2014,10:05,D41A,64,3,4.69%,0.0697,314.159,1.255436982,18,83.41,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,72,72,5.6,i,BSA.06-01,KS,Low sediment and high detritus. Many fragmented diatoms.,sphere,91.95,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,9,9,33.6,i,BSA.06-02,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cylinder,3310.28,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,15,15,7.5,i,BSA.06-02,KS,Fragment. Low sediment and moderate detritus. Many fragmented diatoms.,cylinder,184.73,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.5,i,BSA.06-02,KS,Low sediment and moderate detritus. Many fragmented diatoms.,cylinder,163.46,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.7,i,BSA.06-02,KS,Low sediment and moderate detritus. Many fragmented diatoms.,elliptic prism,255.41,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,976,Synedra ulna,Diatom,Synedra,ulna,,1,1,11.2,i,BSA.06-02,KS,Fragment. Low sediment and moderate detritus. Many fragmented diatoms.,box,120.42,,,,,,,,,
Phyto,6/5/2014,8:15,D26,61,3,4.92%,0.0697,314.159,0.69746499,10,150.14,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,2,2,7.5,i,BSA.06-02,KS,Low sediment and moderate detritus. Many fragmented diatoms.,2 cones,3.18,,,,,,,,,
