MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,11.1,i,BSA.09-01,KS,,cylinder,273.39,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,191,Cyclotella spp.,Diatom,Cyclotella,spp.,,17,17,15,i,BSA.09-01,KS,,cylinder,853.36,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,632,Navicula spp.,Diatom,Navicula,spp.,,2,2,22.2,i,BSA.09-01,KS,,elliptic prism,722.54,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,632,Navicula spp.,Diatom,Navicula,spp.,,2,2,22.2,i,BSA.09-01,KS,Fragment.,elliptic prism,477.39,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,9.3,i,BSA.09-01,KS,,prism on parallelogram,18.60,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,4,4,16.7,i,BSA.09-01,KS,,cylinder + 2 half spheres,179.56,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,956,Surirella sp.,Diatom,Surirella,sp.,,1,1,55.6,i,BSA.09-01,KS,,elliptic prism,6798.25,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1005,Ulnaria sp. ,Diatom,Ulnaria,sp.,,1,1,5.6,i,BSA.09-01,KS,Fragment.,elliptic prism,60.21,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,5.6,i,BSA.09-01,KS,,ellipsoid,40.14,,,,,,,,,
Phyto,9/21/2018,12:00,C10A,63.0,1,1.59%,0.0697,314.159,0.418478994,6,750.72,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,9.3,c,BSA.09-01,KS,,prolate spheroid,38.18,,,,,,,,,
