MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,75,i,BSA.06-01,JW,Moderate detritus.,box,2812.5,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,7.5,i,BSA.06-01,JW,Moderate detritus.,cylinder,132.54,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,1,1,3.7,i,BSA.06-01,JW,Moderate detritus.,sphere,26.52,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,3,3,5.6,i,BSA.06-01,JW,Moderate detritus.,2 cones,2.93,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.5,c,BSA.06-01,JW,Moderate detritus.,prolate spheroid,53.76,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,6,i,BSA.06-01,JW,Moderate detritus.,cone + half sphere,109.33,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,18,18,9,i,BSA.06-01,JW,Moderate detritus.,cone + half sphere,328.69,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1731,cf. Aphanizomenon klebahnii ,Soft Body,Aphanizomenon,klebahnii,,1,27,5.6,f,BSA.06-01,JW,Moderate detritus.,cylinder,70.37,,,,,,,,,
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,396,844,0.65,c,BSA.06-01,JW,Moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,6/8/2015,11:55,D28A,64,6,9.38%,0.0697,314.159,0.627718491,9,83.41,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,13,16,5.6,c,BSA.06-01,JW,Moderate detritus.,sphere,91.95,,,,,,,,,
