MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,6/11/2018,13:35,D7,63.0,1,1.59%,0.0697,314.159,0.4879,7,643.90,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2,i,BSA.06-01,KS,,sphere,4.19,,,,,,,,,
Phyto,6/11/2018,13:35,D7,63.0,1,1.59%,0.0697,314.159,0.4879,7,643.90,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,436,893,0.8,c,BSA.06-01,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/11/2018,12:45,D6,62.5,1,1.60%,0.0697,314.159,0.627718491,9,500.48,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.06-02,KS,,cylinder,435.46,,,,,,,,,
Phyto,6/11/2018,12:45,D6,62.5,1,1.60%,0.0697,314.159,0.627718491,9,500.48,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.2,i,BSA.06-02,KS,,sphere,5.58,,,,,,,,,
Phyto,6/11/2018,12:45,D6,62.5,1,1.60%,0.0697,314.159,0.627718491,9,500.48,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,806,0.8,c,BSA.06-02,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/5/2018,7:05,D4,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,i,BSA.06-03,KS,,cylinder,380.40,,,,,,,,,
Phyto,6/5/2018,7:05,D4,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,8.3,i,BSA.06-03,KS,Fragment.,elliptic prism,72.36,,,,,,,,,
Phyto,6/5/2018,7:05,D4,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,14,14,2.2,i,BSA.06-03,KS,,sphere,5.58,,,,,,,,,
Phyto,6/5/2018,7:05,D4,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,7.4,i,BSA.06-03,KS,,cylinder + 2 cones,6.20,,,,,,,,,
Phyto,6/5/2018,7:05,D4,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,736,1475,0.8,c,BSA.06-03,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,191,cf. Cyclotella spp.,Diatom,Cyclotella,spp.,,12,12,7.4,i,BSA.06-04,KS,,cylinder,159.13,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1677,Nitzschia incerta,Diatom,Nitzschia,incerta,,1,1,30,i,BSA.06-04,KS,,prism on parallelogram,255.30,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,5,5,37,i,BSA.06-04,KS,,prism on parallelogram,164.28,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,21,21,7.4,i,BSA.06-04,KS,,cylinder + 2 half spheres,79.57,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,7.4,i,BSA.06-04,KS,Fragment.,elliptic prism,120.42,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,20,20,2,i,BSA.06-04,KS,,sphere,4.19,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,7.4,i,BSA.06-04,KS,,2 cones,15.50,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1430,cf. Cylindrospermopsis sp.,Soft Body,Cylindrospermopsis,sp.,,1,19,5.6,f,BSA.06-04,KS,,cylinder,34.48,,,,,,,,,
Phyto,6/4/2018,12:45,C10A,53.0,1,1.89%,0.0697,314.159,0.418478994,6,750.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,348,691,0.8,c,BSA.06-04,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,8.3,i,BSA.06-05,KS,,cylinder,200.19,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,22.2,i,BSA.06-05,KS,,elliptic prism,535.45,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,4,4,9.3,i,BSA.06-05,KS,,box,99.99,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,890,Sellaphora pupula,Diatom,Sellaphora,pupula,,1,1,25.9,i,BSA.06-05,KS,,box,812.22,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2,i,BSA.06-05,KS,,sphere,4.19,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,1290,Tetrastrum sp.,Soft Body,Tetrastrum,sp.,,1,4,2,c,BSA.06-05,KS,,sphere,4.19,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,2,i,BSA.06-05,KS,,prolate spheroid,4.19,,,,,,,,,
Phyto,6/5/2018,10:00,C3A-Hood,61.0,2,3.28%,0.0697,314.159,0.767211489,11,204.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,856,0.8,c,BSA.06-05,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/8/2018,10:15,D8,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2,i,BSA.06-06,KS,,sphere,4.19,,,,,,,,,
Phyto,6/8/2018,10:15,D8,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,823,0.8,c,BSA.06-06,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,6/8/2018,11:20,D10,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,i,BSA.06-07,KS,,cylinder,91.13,,,,,,,,,
