MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/10/2020,11:40,D8,62.0,1,1.61%,0.0683,314.159,1.9124,28,164.27,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,2,2,12,i,BSA.11-01,LA,,cylinder,555.65,,,,,,,,,
Phyto,11/10/2020,11:40,D8,62.0,1,1.61%,0.0683,314.159,1.9124,28,164.27,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,810,0.8,c,BSA.11-01,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2020,12:20,D10,60.0,1,1.67%,0.0683,314.159,2.1173,31,148.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,407,814,0.8,c,BSA.11-02,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/9/2020,11:15,D4,62.0,1.5,2.42%,0.0683,314.159,1.7758,26,117.94,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,12,i,BSA.11-03,LA,,cylinder,904.78,,,,,,,,,
Phyto,11/9/2020,11:15,D4,62.0,1.5,2.42%,0.0683,314.159,1.7758,26,117.94,1732,Entomoneis paludosa,Diatom,Entomoneis,paludosa,,1,1,40.7,i,BSA.11-03,LA,,elliptic prism,7876.98,,,,,,,,,
Phyto,11/9/2020,11:15,D4,62.0,1.5,2.42%,0.0683,314.159,1.7758,26,117.94,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,2.8,i,BSA.11-03,LA,,cylinder,17.24,,,,,,,,,
Phyto,11/9/2020,11:15,D4,62.0,1.5,2.42%,0.0683,314.159,1.7758,26,117.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,c,BSA.11-03,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/10/2020,10:45,D6,60.0,2,3.33%,0.0683,314.159,2.732,40,57.50,2014,Tryblionella persuadens,Diatom,Tryblionella,persuadens,,1,1,27,i,BSA.11-04,LA,,elliptic prism,1060.29,,,,,,,,,
Phyto,11/10/2020,10:45,D6,60.0,2,3.33%,0.0683,314.159,2.732,40,57.50,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,404,808,0.8,c,BSA.11-04,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2020,11:25,D7,61.0,1.5,2.46%,0.0683,314.159,3.3467,49,62.58,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,i,BSA.11-05,LA,,cylinder,193.54,,,,,,,,,
Phyto,11/12/2020,11:25,D7,61.0,1.5,2.46%,0.0683,314.159,3.3467,49,62.58,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,81.5,i,BSA.11-05,LA,,prism on parallelogram,163.00,,,,,,,,,
Phyto,11/12/2020,11:25,D7,61.0,1.5,2.46%,0.0683,314.159,3.3467,49,62.58,1937,Planothidium joursacence,Diatom,Planothidium,joursacence,,1,1,10.2,i,BSA.11-05,LA,,elliptic prism,331.98,,,,,,,,,
Phyto,11/12/2020,11:25,D7,61.0,1.5,2.46%,0.0683,314.159,3.3467,49,62.58,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,c,BSA.11-05,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/9/2020,12:30,D22,58.0,1,1.72%,0.0683,314.159,1.1611,17,270.57,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,35.2,i,BSA.11-06,LA,,elliptic prism,4489.71,,,,,,,,,
Phyto,11/9/2020,12:30,D22,58.0,1,1.72%,0.0683,314.159,1.1611,17,270.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.11-06,LA,,cylinder,716.09,,,,,,,,,
Phyto,11/9/2020,12:30,D22,58.0,1,1.72%,0.0683,314.159,1.1611,17,270.57,1938,Navicula caroliniae,Diatom,Navicula,caroliniae,,1,1,21.3,i,BSA.11-06,LA,,elliptic prism,693.25,,,,,,,,,
Phyto,11/9/2020,12:30,D22,58.0,1,1.72%,0.0683,314.159,1.1611,17,270.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,405,810,0.8,c,BSA.11-06,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/5/2020,8:40,D12,60.0,1,1.67%,0.0683,314.159,1.7758,26,176.91,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,12,i,BSA.11-07,LA,,cylinder,904.78,,,,,,,,,
Phyto,11/5/2020,8:40,D12,60.0,1,1.67%,0.0683,314.159,1.7758,26,176.91,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,i,BSA.11-07,LA,,prism on parallelogram,88.99,,,,,,,,,
Phyto,11/5/2020,8:40,D12,60.0,1,1.67%,0.0683,314.159,1.7758,26,176.91,994,Tryblionella calida,Diatom,Tryblionella,calida,,1,1,35.2,i,BSA.11-07,LA,,elliptic prism,1542.65,,,,,,,,,
Phyto,11/5/2020,8:40,D12,60.0,1,1.67%,0.0683,314.159,1.7758,26,176.91,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,i,BSA.11-07,LA,,cone + half sphere,538.68,,,,,,,,,
