MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,18.7,i,BSA.07-01,JW,Low sediment and detritus.,elliptic prism,293.74,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,8,8,16,i,BSA.07-01,JW,Low sediment and detritus.,cylinder,1206.37,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,412,Geissleria decussis,Diatom,Geissleria,decussis,,5,5,21,i,BSA.07-01,JW,Low sediment and detritus.,elliptic prism,197.92,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,496,Hippodonta capitata,Diatom,Hippodonta,capitata,,1,1,15,i,BSA.07-01,JW,Low sediment and detritus.,elliptic prism,263.89,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,653,Navicula rostellata,Diatom,Navicula,rostellata,,1,1,26,i,BSA.07-01,JW,Low sediment and detritus.,elliptic prism,306.31,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,730,Nitzschia palea,Diatom,Nitzschia,palea,,5,5,31.5,i,BSA.07-01,JW,Low sediment and detritus.,prism on parallelogram,116.55,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,890,Sellaphora pupula,Diatom,Sellaphora,pupula,,3,3,23,i,BSA.07-01,JW,Low sediment and detritus.,box,276,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,943,cf. Stephanodiscus sp.,Diatom,Stephanodiscus,sp.,,4,4,7.5,i,BSA.07-01,JW,Low sediment and detritus.,cylinder,247.4,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1027,Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,,2,2,7.5,i,BSA.07-01,JW,Low sediment and detritus.,sphere,147.26,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,80,80,3,i,BSA.07-01,JW,Low sediment and detritus.,sphere,14.14,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1132,Monoraphidium arcuatum,Soft Body,Monoraphidium,arcuatum,,14,14,26,i,BSA.07-01,JW,Low sediment and detritus.,2 cones,54.45,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,5,5,7.5,i,BSA.07-01,JW,Low sediment and detritus.,2 cones,15.71,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1215,Scenedesmus communis,Soft Body,Scenedesmus,communis,,4,18,11.2,c,BSA.07-01,JW,Low sediment and detritus.,prolate spheroid,80.28,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1229,Scenedesmus opoliensis var. mononensis,Soft Body,Scenedesmus,opoliensis var. mononensis,,1,4,13,c,BSA.07-01,JW,Low sediment and detritus.,prolate spheroid,61.26,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,5.6,c,BSA.07-01,JW,Low sediment and detritus.,prolate spheroid,11.73,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,5,i,BSA.07-01,JW,Low sediment and detritus.,cone + half sphere,56.94,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,5,5,8,i,BSA.07-01,JW,Low sediment and detritus.,cone + half sphere,259.7,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,147,373,0.65,c,BSA.07-01,JW,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,2,7,3.7,c,BSA.07-01,JW,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1468,Merismopedia sp.,Soft Body,Merismopedia,sp.,,1,16,3,c,BSA.07-01,JW,Low sediment and detritus.,cube,27,,,,,,,,,
Phyto,7/6/2015,11:35,C10A,65,8,12.31%,0.0697,314.159,1.046197485,15,37.54,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,8,0.5,c,BSA.07-01,JW,Low sediment and detritus.,cube,0.13,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,595,Navicula lanceolata,Diatom,Navicula,lanceolata,,1,1,30,i,BSA.07-02,JW,Moderate sediment and detritus.,elliptic prism,657.38,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,852,Pleurosira laevis,Diatom,Pleurosira,laevis,,1,1,97,i,BSA.07-02,JW,Moderate sediment and detritus.,elliptic prism,98276.79,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,15,15,3.7,i,BSA.07-02,JW,Moderate sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,2,2,5.6,i,BSA.07-02,JW,Moderate sediment and detritus.,ellipsoid,11.73,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,7.5,i,BSA.07-02,JW,Moderate sediment and detritus.,2 cones,3.93,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,5,i,BSA.07-02,JW,Moderate sediment and detritus.,cone + half sphere,56.94,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1731,Aphanizomenon klebahnii ,Soft Body,Aphanizomenon,klebahnii,,5,53,5.6,f,BSA.07-02,JW,Moderate sediment and detritus.,cylinder,60.21,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,45,52,5.6,c,BSA.07-02,JW,Moderate sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,361,780,0.65,c,BSA.07-02,JW,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,7/9/2015,8:55,D26,64,10,15.63%,0.0697,314.159,0.557971992,8,56.3,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,3,14,3.7,f,BSA.07-02,JW,Moderate sediment and detritus.,cylinder,11.62,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,1,1,37,i,BSA.07-03,JW,Moderate sediment and high detritus. ,cylinder,911.31,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,81,i,BSA.07-03,JW,Moderate sediment and high detritus. ,elliptic prism,12087.27,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,2,2,5.6,i,BSA.07-03,JW,Moderate sediment and high detritus. ,cylinder,91.13,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,9.3,i,BSA.07-03,JW,Moderate sediment and high detritus. ,cylinder,380.4,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,2,2,3,i,BSA.07-03,JW,Moderate sediment and high detritus. ,sphere,14.14,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1359,cf. Hillea fusiformis,Soft Body,Hillea,fusiformis,,2,2,5.6,i,BSA.07-03,JW,Moderate sediment and high detritus. ,prolate spheroid,40.14,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,8,i,BSA.07-03,JW,Moderate sediment and high detritus. ,cone + half sphere,227.87,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,385,846,0.65,c,BSA.07-03,JW,Moderate sediment and high detritus. ,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,1,2,3,c,BSA.07-03,JW,Moderate sediment and high detritus. ,sphere,14.14,,,,,,,,,
Phyto,7/10/2015,11:25,D4,64,6,9.38%,0.0697,314.159,0.418478994,6,125.12,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,10,11,5.6,c,BSA.07-03,JW,Moderate sediment and high detritus. ,sphere,91.95,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1698,Chlamydonephris pomiformis,Soft Body,Chlamydonephris,pomiformis,,1,1,7.5,i,BSA.07-04,JW,High sediment and low detritus.,sphere,176.71,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,1,1,3,i,BSA.07-04,JW,High sediment and low detritus.,sphere,14.14,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,5,i,BSA.07-04,JW,High sediment and low detritus.,cone + half sphere,56.94,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,3,3,5.6,c,BSA.07-04,JW,High sediment and low detritus.,sphere,91.95,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,382,880,0.65,c,BSA.07-04,JW,High sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1747,Eutreptia lanowii,Soft Body,Eutreptia,lanowii,,1,1,13.1,i,BSA.07-04,JW,High sediment and low detritus.,cylinder + cone,359.6,,,,,,,,,
Phyto,7/14/2015,13:00,D41,61,10,16.39%,0.0697,314.159,0.627718491,9,50.05,1611,Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,1,1,18.7,i,BSA.07-04,JW,High sediment and low detritus.,ellipsoid,1468.69,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,2,2,13,i,BSA.07-05,JW,Low sediment and detritus.,cylinder,574.32,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1027,Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,,1,1,5.6,i,BSA.07-05,JW,Low sediment and detritus.,sphere,82.1,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,1,1,3,i,BSA.07-05,JW,Low sediment and detritus.,sphere,14.14,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,5.6,i,BSA.07-05,JW,Low sediment and detritus.,ellipsoid,17.59,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,8,5,i,BSA.07-05,JW,Low sediment and detritus.,cone + half sphere,56.94,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,4,4,8,i,BSA.07-05,JW,Low sediment and detritus.,cone + half sphere,242.95,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1731,Aphanizomenon klebahnii ,Soft Body,Aphanizomenon,klebahnii,,6,117,3.7,f,BSA.07-05,JW,Low sediment and detritus.,cylinder,39.78,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,,5,5,5,c,BSA.07-05,JW,Low sediment and detritus.,sphere,65.45,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,252,535,0.65,c,BSA.07-05,JW,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,,4,8,3.7,c,BSA.07-05,JW,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,2,12,3.7,f,BSA.07-05,JW,Low sediment and detritus.,cylinder,11.62,,,,,,,,,
Phyto,7/8/2015,12:25,D28A,65,6,9.23%,0.0697,314.159,0.557971992,8,93.84,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,23,27,5.6,c,BSA.07-05,JW,Low sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,7/8/2015,10:15,D19,65,4,6.15%,0.0697,314.159,0.836957988,12,93.84,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,21,i,BSA.07-06,JW,Low sediment and detritus. ,elliptic prism,362.85,,,,,,,,,
Phyto,7/8/2015,10:15,D19,65,4,6.15%,0.0697,314.159,0.836957988,12,93.84,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,9.3,i,BSA.07-06,JW,Low sediment and detritus. ,gomphonemoid,112.63,,,,,,,,,
Phyto,7/8/2015,10:15,D19,65,4,6.15%,0.0697,314.159,0.836957988,12,93.84,595,Navicula lanceolata,Diatom,Navicula,lanceolata,,1,1,28,i,BSA.07-06,JW,Low sediment and detritus. ,elliptic prism,494.8,,,,,,,,,
Phyto,7/8/2015,10:15,D19,65,4,6.15%,0.0697,314.159,0.836957988,12,93.84,1027,Chlamydomonas globosa,Soft Body,Chlamydomonas,globosa,,2,2,5.6,i,BSA.07-06,JW,Low sediment and detritus. ,sphere,65.68,,,,,,,,,
Phyto,7/8/2015,10:15,D19,65,4,6.15%,0.0697,314.159,0.836957988,12,93.84,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,9,9,3,i,BSA.07-06,JW,Low sediment and detritus. ,sphere,14.14,,,,,,,,,
