MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,4/12/2018,14:25,NZ032,64.0,0.5,0.78%,0.0697,314.159,0.348732495,5,1801.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.4,i,BSA.04-01,KS,,sphere,7.24,,,,,,,,,
Phyto,4/12/2018,14:25,NZ032,64.0,0.5,0.78%,0.0697,314.159,0.348732495,5,1801.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,871,1752,0.8,c,BSA.04-01,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/11/2018,11:45,EZ2,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.2,i,BSA.04-02,KS,,sphere,5.58,,,,,,,,,
Phyto,4/11/2018,11:45,EZ2,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1162,cf. Oocystis sp.,Soft Body,Oocystis,sp.,,1,1,7.4,i,BSA.04-02,KS,,prolate spheroid,53.04,,,,,,,,,
Phyto,4/11/2018,11:45,EZ2,62.0,2,3.23%,0.0697,314.159,0.348732495,5,450.43,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,672,1332,0.8,c,BSA.04-02,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/10/2018,13:55,P8,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,16,16,2.4,i,BSA.04-03,KS,,sphere,7.24,,,,,,,,,
Phyto,4/10/2018,13:55,P8,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.04-03,KS,,cone + half sphere,337.38,,,,,,,,,
Phyto,4/10/2018,13:55,P8,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,844,1693,0.8,c,BSA.04-03,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/10/2018,13:55,P8,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1611,cf. Gymnodinium sp.,Soft Body,Gymnodinium,sp.,,1,1,20.4,i,BSA.04-03,KS,,ellipsoid,2339.66,,,,,,,,,
Phyto,4/16/2018,14:05,NZ002,62.0,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,i,BSA.04-04,KS,,cylinder,91.13,,,,,,,,,
Phyto,4/16/2018,14:05,NZ002,62.0,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,53,53,2,i,BSA.04-04,KS,,sphere,4.19,,,,,,,,,
Phyto,4/16/2018,14:05,NZ002,62.0,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,7.4,i,BSA.04-04,KS,,cone + half sphere,159.13,,,,,,,,,
Phyto,4/16/2018,14:05,NZ002,62.0,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,995,1974,0.8,c,BSA.04-04,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,4/16/2018,14:05,NZ002,62.0,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1611,cf. Gymnodinium spp.,Soft Body,Gymnodinium,sp.,,2,2,12,i,BSA.04-04,KS,,ellipsoid,760.26,,,,,,,,,
Phyto,4/16/2018,14:50,NZ004,61.5,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,40.7,i,BSA.04-05,KS,,elliptic prism,5251.32,,,,,,,,,
Phyto,4/16/2018,14:50,NZ004,61.5,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,i,BSA.04-05,KS,,prism on parallelogram,139.64,,,,,,,,,
Phyto,4/16/2018,14:50,NZ004,61.5,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.4,i,BSA.04-05,KS,,sphere,7.24,,,,,,,,,
Phyto,4/16/2018,14:50,NZ004,61.5,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,i,BSA.04-05,KS,,cone + half sphere,76.35,,,,,,,,,
Phyto,4/16/2018,14:50,NZ004,61.5,0.5,0.81%,0.0697,314.159,0.348732495,5,1801.72,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,780,1547,0.8,c,BSA.04-05,KS,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
