MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,5/13/2014,10:40,D41A,60,3,5.00%,0.0697,314.159,1.115943984,16,93.84,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,,5,5,5.6,i,BSA.05-01,KS,Moderate sediment and high detritus.,cylinder,91.13,,,,,,,,,
Phyto,5/13/2014,10:40,D41A,60,3,5.00%,0.0697,314.159,1.115943984,16,93.84,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9.3,i,BSA.05-01,KS,Moderate sediment and high detritus.,sphere,204.52,,,,,,,,,
Phyto,5/13/2014,10:40,D41A,60,3,5.00%,0.0697,314.159,1.115943984,16,93.84,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,2,2,4.7,i,BSA.05-01,KS,Moderate sediment and high detritus.,ellipsoid,17.3,,,,,,,,,
Phyto,5/13/2014,10:40,D41A,60,3,5.00%,0.0697,314.159,1.115943984,16,93.84,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,1445,0.85,c,BSA.05-01,KS,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,5/13/2014,10:40,D41A,60,3,5.00%,0.0697,314.159,1.115943984,16,93.84,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,12,12,5.6,i,BSA.05-01,KS,Moderate sediment and high detritus.,sphere,91.95,,,,,,,,,
Phyto,5/13/2014,11:50,D41,60,10,16.67%,0.0697,314.159,0.976450986,14,32.17,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,3,3,7.5,i,BSA.05-02,KS,Low sediment and detritus.,prolate spheroid,53.76,,,,,,,,,
Phyto,5/13/2014,11:50,D41,60,10,16.67%,0.0697,314.159,0.976450986,14,32.17,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,408,1269,0.9,c,BSA.05-02,KS,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,5/13/2014,11:50,D41,60,10,16.67%,0.0697,314.159,0.976450986,14,32.17,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,7,7,11.2,i,BSA.05-02,KS,Low sediment and detritus.,sphere,735.62,,,,,,,,,
Phyto,5/13/2014,11:50,D41,60,10,16.67%,0.0697,314.159,0.976450986,14,32.17,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,,11,19,3.7,f,BSA.05-02,KS,Low sediment and detritus.,sphere,26.52,,,,,,,,,
Phyto,5/8/2014,12:45,P8,65,10,15.38%,0.0697,314.159,0.488225493,7,64.35,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,9.3,i,BSA.05-03,KS,Fragment. Moderate sediment and detritus.,cylinder,161.35,,,,,,,,,
