MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,11/12/2019,12:55,NZ325,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,7.4,i,BSA.11-01,BB,,cylinder + 2 half spheres,45.57,,,,,,,,,
Phyto,11/12/2019,12:55,NZ325,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,i,BSA.11-01,BB,,cone + half sphere,929.13,,,,,,,,,
Phyto,11/12/2019,12:55,NZ325,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.11-01,BB,,cone + half sphere,232.66,,,,,,,,,
Phyto,11/12/2019,12:55,NZ325,59.0,1,1.69%,0.0697,314.159,0.697,10,450.73,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,443,940,0.8,c,BSA.11-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2019,13:35,NZ004,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.11-02,BB,,sphere,11.49,,,,,,,,,
Phyto,11/12/2019,13:35,NZ004,62.0,1,1.61%,0.0697,314.159,0.5576,8,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,420,856,0.8,c,BSA.11-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2019,13:15,NZ002,59.0,1,1.69%,0.0697,314.159,0.5576,8,563.41,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,419,882,0.8,c,BSA.11-03,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.11-04,CT,Low sediment and detritus.,cylinder,716.09,,,,,,,,,
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,16.7,i,BSA.11-04,CT,Low sediment and detritus.,cylinder + 2 half spheres,411.32,,,,,,,,,
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,8,8,2.8,i,BSA.11-04,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,1,1,13,i,BSA.11-04,CT,Low sediment and detritus.,cone + half sphere,822.94,,,,,,,,,
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,i,BSA.11-04,CT,Low sediment and detritus.,cone + half sphere,170.60,,,,,,,,,
Phyto,11/12/2019,11:40,D41,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,800,0.8,c,BSA.11-04,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/5/2019,11:15,D16,64.0,2,3.13%,0.0683,314.159,1.0245,15,153.32,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,2,2,16.7,i,BSA.11-05,CT,Low sediment and detritus.,box,85.59,,,,,,,,,
Phyto,11/5/2019,11:15,D16,64.0,2,3.13%,0.0683,314.159,1.0245,15,153.32,927,Staurosirella pinnata,Diatom,Staurosirella,pinnata,,3,3,5.6,i,BSA.11-05,CT,Low sediment and detritus.,elliptic prism,93.07,,,,,,,,,
Phyto,11/5/2019,11:15,D16,64.0,2,3.13%,0.0683,314.159,1.0245,15,153.32,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,2.8,i,BSA.11-05,CT,Low sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,11/5/2019,11:15,D16,64.0,2,3.13%,0.0683,314.159,1.0245,15,153.32,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,807,0.8,c,BSA.11-05,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/6/2019,10:35,D6,56.0,2,3.57%,0.0683,314.159,0.4781,7,328.55,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,,1,1,5.6,i,BSA.11-06,CT,Moderate sediment and detritus.,cylinder + 2 half spheres,60.21,,,,,,,,,
Phyto,11/6/2019,10:35,D6,56.0,2,3.57%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,2,2,1.9,i,BSA.11-06,CT,Moderate sediment and detritus.,sphere,2.57,,,,,,,,,
Phyto,11/6/2019,10:35,D6,56.0,2,3.57%,0.0683,314.159,0.4781,7,328.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.11-06,CT,Moderate sediment and detritus.,cone + half sphere,337.38,,,,,,,,,
Phyto,11/6/2019,10:35,D6,56.0,2,3.57%,0.0683,314.159,0.4781,7,328.55,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,450,928,0.8,c,BSA.11-06,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,11/5/2019,12:15,D26,61.0,1,1.64%,0.0697,314.159,1.2546,18,250.41,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,1.9,i,BSA.11-07,BB,,sphere,3.59,,,,,,,,,
