MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,18.5,i,BSA.09-01,DK,Obscured by detritus. Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,456.24,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,8.3,i,BSA.09-01,DK,Obscured by detritus. Moderate sediment and low detritus. Many broken diatoms.,cylinder,248.89,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,22.2,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,722.54,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,496,Hippodonta cf. capitata,Diatom,Hippodonta,capitata,,1,1,24.1,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,elliptic prism,784.38,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,2,2,8.3,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,prism on parallelogram,42.99,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,,29,29,2.8,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1069,cf. Cosmarium sp.,Soft Body,Cosmarium,sp.,,1,1,9.3,i,BSA.09-01,DK,Obscured by detritus. Moderate sediment and low detritus. Many broken diatoms.,2 half ellipsoids,335.12,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,5.6,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,ellipsoid,15.60,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1357,Hemiselmis sp.,Soft Body,Hemiselmis,sp.,,3,3,6.5,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,prolate spheroid,106.73,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1368,Rhodomonas sp.,Soft Body,Rhodomonas,sp.,,2,2,9.3,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,337.38,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,481,1058,0.65,c,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,83,104,4.6,c,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,sphere,50.96,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1430,Cylindrospermopsis sp.,Soft Body,Cylindrospermopsis,sp.,,9,54,11.1,f,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,cylinder,31.47,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,5,44,1.9,f,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,cylinder,1.21,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1507,Pseudanabaena limnetica,Soft Body,Pseudanabaena,limnetica,,2,15,3.7,f,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,cylinder,10.49,,,,,,,,,
Phyto,9/6/2016,11:15,C10A,62,4,6.45%,0.0697,314.159,0.348732495,5,225.21,1545,Euglena sp.,Soft Body,Euglena,sp.,,1,1,16.7,i,BSA.09-01,DK,Moderate sediment and low detritus. Many broken diatoms.,half ellipsoid + cone on an elliptic base,543.53,,,,,,,,,
Phyto,9/6/2016,10:10,D28A,65,6,9.23%,0.0697,314.159,0.348732495,5,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,i,BSA.09-02,DK,Low sediment and detritus.,cylinder,113.30,,,,,,,,,
Phyto,9/6/2016,10:10,D28A,65,6,9.23%,0.0697,314.159,0.348732495,5,150.14,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,i,BSA.09-02,DK,Obscured by detritus. Low sediment and detritus.,prism on parallelogram,105.67,,,,,,,,,
