MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,i,BSA.01-01,BB,,elliptic prism,99.99,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,,1,1,13,i,BSA.01-01,BB,,prism on parallelogram,67.34,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,40.7,i,BSA.01-01,BB,,prism on parallelogram,278.59,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,866,Pseudostaurosira brevistriata,Diatom,Pseudostaurosira,brevistriata,,1,1,22.2,i,BSA.01-01,BB,,box,361.27,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,2.8,i,BSA.01-01,BB,,sphere,11.49,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,i,BSA.01-01,BB,,cone + half sphere,357.76,,,,,,,,,
Phyto,1/14/2020,9:00,C3A,64.0,1,1.56%,0.0697,314.159,0.8364,12,375.61,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,755,0.8,c,BSA.01-01,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,1/14/2020,10:55,C9,63.0,1,1.59%,0.0697,314.159,2.3698,34,132.57,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.3,i,BSA.01-02,BB,,cone + half sphere,232.66,,,,,,,,,
Phyto,1/14/2020,10:55,C9,63.0,1,1.59%,0.0697,314.159,2.3698,34,132.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,410,844,0.8,c,BSA.01-02,BB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,1/22/2020,11:30,D6,61.0,1,1.64%,0.0697,314.159,0.697,10,450.73,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,40.7,i,BSA.01-03,BB,,elliptic prism,4314.09,,,,,,,,,
