MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,4/13/2016,9:00,D19,66,2,3.03%,0.0697,314.159,0.348732495,5,450.43,1007,Ulnaria cf. ulna,Diatom,Ulnaria,ulna,,2,2,16.7,i,BSA.04-01,KS,Fragment. Low sediment and detritus. Many broken diatoms.,elliptic prism,359.12,,,,,,,,,
Phyto,4/13/2016,9:00,D19,66,2,3.03%,0.0697,314.159,0.348732495,5,450.43,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,6.5,i,BSA.04-01,KS,Low sediment and detritus. Many broken diatoms.,cone + half sphere,112.82,,,,,,,,,
Phyto,4/13/2016,9:00,D19,66,2,3.03%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,397,826,0.7,c,BSA.04-01,KS,Low sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.11,0.11,0.11,0.11,0.11
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,16.7,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,elliptic prism,315.44,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,86,Asterionella formosa,Diatom,Asterionella,formosa,,4,4,0,c,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,box + 2 cylinders,340.21,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,20.4,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,cylinder,219.34,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,4.6,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,cylinder,49.46,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,18.5,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,cymbelloid,84.43,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,20.4,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,prism on parallelogram,139.64,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,15,15,3.7,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,sphere,26.52,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,4,4,13,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,2 cones,5.51,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,2,2,6.5,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,prolate spheroid,143.79,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,cone + half sphere,314.74,,,,,,,,,
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,837,0.7,c,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,sphere,0.27,0.27,0.27,0.27,0.27,0.11,0.11,0.11,0.11,0.11
Phyto,4/12/2016,8:11,C3A,60,4,6.67%,0.0697,314.159,0.418478994,6,187.68,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,17,17,5.6,i,BSA.04-02,KS,Moderate sediment and detritus. Many broken diatoms. ,sphere,91.95,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,13,i,BSA.04-03,KS,Low sediment and detritus.,cylinder,320.19,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,6,6,16.7,i,BSA.04-03,KS,Low sediment and detritus.,cylinder,1620.89,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,58,58,11.1,i,BSA.04-03,KS,Low sediment and detritus.,cylinder,899.95,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,422,Gomphoneis minuta,Diatom,Gomphoneis,minuta,,1,1,31.5,i,BSA.04-03,KS,Low sediment and detritus.,elliptic prism,8826.50,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1784,Hydrosera triquetra,Diatom,Hydrosera,triquetra,,1,1,70.4,i,BSA.04-03,KS,Low sediment and detritus.,prism on triangle,63410.69,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,586,Navicula gregaria,Diatom,Navicula,gregaria,,1,1,24.1,i,BSA.04-03,KS,Low sediment and detritus.,elliptic prism,784.38,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,5,5,33.3,i,BSA.04-03,KS,Low sediment and detritus.,prism on parallelogram,283.38,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1761,cf. Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,7.4,i,BSA.04-03,KS,Low sediment and detritus.,cylinder + 2 cones,5.03,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1132,Monoraphidium arcuatum,Soft Body,Monoraphidium,arcuatum,,1,1,38.9,i,BSA.04-03,KS,Low sediment and detritus.,2 cones,34.42,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,6,6,13,i,BSA.04-03,KS,Low sediment and detritus.,2 cones,5.51,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,16.7,c,BSA.04-03,KS,Low sediment and detritus.,prolate spheroid,119.71,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1218,Tetradesmus dimorphus,Soft Body,Tetradesmus,dimorphus,,1,4,13,c,BSA.04-03,KS,Low sediment and detritus.,2 cones,53.37,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,i,BSA.04-03,KS,Low sediment and detritus.,prolate spheroid,372.74,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,273,593,0.7,c,BSA.04-03,KS,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.11,0.11,0.11,0.11,0.11
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,2,11,1.9,c,BSA.04-03,KS,Low sediment and detritus.,sphere,3.59,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,1.4,c,BSA.04-03,KS,Low sediment and detritus.,sphere,1.44,,,,,,,,,
Phyto,4/12/2016,10:28,C10A,63,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,40,40,5.6,i,BSA.04-03,KS,Low sediment and detritus.,sphere,91.95,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,86,Asterionella formosa,Diatom,Asterionella,formosa,,3,3,0,i,BSA.04-04,KS,,box + 2 cylinders,406.47,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,2,2,13,i,BSA.04-04,KS,,cylinder,139.78,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,i,BSA.04-04,KS,,cylinder,240.85,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,i,BSA.04-04,KS,,sphere,212.17,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,2,2,5.6,i,BSA.04-04,KS,,cylinder + 2 cones,17.30,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,343,720,0.7,c,BSA.04-04,KS,,sphere,0.27,0.27,0.27,0.27,0.27,0.11,0.11,0.11,0.11,0.11
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,c,BSA.04-04,KS,,sphere,3.59,,,,,,,,,
Phyto,4/15/2016,11:55,D4,63,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,60,60,5.6,i,BSA.04-04,KS,,sphere,91.95,,,,,,,,,
Phyto,4/14/2016,9:10,D26,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,i,BSA.04-05,KS,Low sediment. Many broken diatoms. ,cone + half sphere,335.12,,,,,,,,,
Phyto,4/14/2016,9:10,D26,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,i,BSA.04-05,KS,Low sediment. Many broken diatoms. ,cone + half sphere,166.30,,,,,,,,,
Phyto,4/14/2016,9:10,D26,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1365,cf. Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,14.8,i,BSA.04-05,KS,Low sediment. Many broken diatoms. ,cone + half sphere,1382.00,,,,,,,,,
Phyto,4/14/2016,9:10,D26,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,355,748,0.7,c,BSA.04-05,KS,Low sediment. Many broken diatoms. ,sphere,0.27,0.27,0.27,0.27,0.27,0.11,0.11,0.11,0.11,0.11
Phyto,4/14/2016,9:10,D26,65,3,4.62%,0.0697,314.159,0.488225493,7,214.49,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,19,1.9,f,BSA.04-05,KS,Low sediment. Many broken diatoms. ,cylinder,0.37,,,,,,,,,
