MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,1,7.5,i,BSA.01-01,KS,Fragment. Low sediment and detritus. Many broken diatoms.,cylinder,80.64,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,182,Cyclotella cf. meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,10.3,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,cylinder,466.61,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,702,Nitzschia fonticola,Diatom,Nitzschia,fonticola,,1,1,13.1,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,67.86,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.4,i,BSA.01-01,KS,Fragment. Low sediment and detritus. Many broken diatoms.,prism on parallelogram,232.06,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,,1,1,4.7,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,ellipsoid,8.88,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1349,Cryptomonas ovata,Soft Body,Cryptomonas,ovata,,2,2,26.2,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,prolate spheroid,2354.19,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,9,9,8.4,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,cone + half sphere,223.52,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,388,1245,0.85,c,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1500,cf. Planktolyngbya limnetica,Soft Body,Planktolyngbya,limnetica,,1,10,3.7,f,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,cylinder,0.73,,,,,,,,,
Phyto,1/15/2015,12:50,MD10A,67,10,14.93%,0.0697,314.159,0.627718491,9,50.05,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,19,19,5.6,i,BSA.01-01,KS,Low sediment and detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,15,i,BSA.01-02,KS,"Moderate sediment, high detritus. Many broken diatoms.",elliptic prism,42.53,,,,,,,,,
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,21.5,i,BSA.01-02,KS,"Moderate sediment, high detritus. Many broken diatoms.",elliptic prism,818.47,,,,,,,,,
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,9.3,i,BSA.01-02,KS,"Fragment. Moderate sediment, high detritus. Many broken diatoms.",cylinder,380.4,,,,,,,,,
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,973,Synedra sp.,Diatom,Synedra,sp.,,7,7,5.6,i,BSA.01-02,KS,"Fragment. Moderate sediment, high detritus. Many broken diatoms.",box,91.13,,,,,,,,,
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,410,1133,0.85,c,BSA.01-02,KS,"Moderate sediment, high detritus. Many broken diatoms.",sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
Phyto,1/16/2015,13:30,EZ6,67,3,4.48%,0.0697,314.159,0.767211489,11,136.49,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,,7,7,5.6,i,BSA.01-02,KS,"Moderate sediment, high detritus. Many broken diatoms.",sphere,91.95,,,,,,,,,
Phyto,1/16/2015,12:25,D4,65,3,4.62%,0.0697,314.159,0.557971992,8,187.68,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13.1,i,BSA.01-03,KS,Obscured by detritus. Moderate sediment and detritus. Many broken diatoms.,elliptic prism,72.33,,,,,,,,,
Phyto,1/16/2015,12:25,D4,65,3,4.62%,0.0697,314.159,0.557971992,8,187.68,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,2,2,22.4,c,BSA.01-03,KS,Moderate sediment and detritus. Many broken diatoms.,cylinder,240.85,,,,,,,,,
Phyto,1/16/2015,12:25,D4,65,3,4.62%,0.0697,314.159,0.557971992,8,187.68,973,Synedra sp.,Diatom,Synedra,sp.,,1,1,7.5,i,BSA.01-03,KS,Fragment. Moderate sediment and detritus. Many broken diatoms.,box,72.16,,,,,,,,,
Phyto,1/16/2015,12:25,D4,65,3,4.62%,0.0697,314.159,0.557971992,8,187.68,1381,Anabaena sp.,Soft Body,Anabaena,sp.,,1,5,7.5,f,BSA.01-03,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,164.93,,,,,,,,,
Phyto,1/16/2015,12:25,D4,65,3,4.62%,0.0697,314.159,0.557971992,8,187.68,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,361,1668,0.85,c,BSA.01-03,KS,Moderate sediment and detritus. Many broken diatoms.,sphere,0.27,0.27,0.27,0.27,0.27,0.38,0.38,0.38,0.38,0.38
