MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,1,2,27.8,i,BSA.03-01,AB,High amount of debris.,cylinder,3570.50,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,14.8,i,BSA.03-01,AB,Fragment. High amount of debris.,elliptic prism,508.08,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,i,BSA.03-01,AB,High amount of debris.,cylinder,541.91,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,976,Synedra cf. ulna,Diatom,Synedra,ulna,,2,2,27.8,i,BSA.03-01,AB,High amount of debris.,box,317.90,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,11.1,i,BSA.03-01,AB,High amount of debris.,prolate spheroid,245.55,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,4,4,9.3,i,BSA.03-01,AB,High amount of debris.,cone + half sphere,223.52,,,,,,,,,
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,793,0.8,c,BSA.03-01,AB,High amount of debris.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/5/2021,8:30,D26,59.0,2,3.39%,0.0683,314.159,1.8441,27,85.18,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,5,5,29.6,i,BSA.03-01,AB,High amount of debris.,cylinder,35.34,,,,,,,,,
Phyto,3/8/2021,12:15,EZ6,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,4,i,BSA.03-02,AB,High detritus.,sphere,28.73,,,,,,,,,
Phyto,3/8/2021,12:15,EZ6,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,9.5,i,BSA.03-02,AB,High detritus.,prolate spheroid,155.99,,,,,,,,,
Phyto,3/8/2021,12:15,EZ6,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,17,17,7.4,i,BSA.03-02,AB,High detritus.,cone + half sphere,131.62,,,,,,,,,
Phyto,3/8/2021,12:15,EZ6,61.0,2,3.28%,0.0683,314.159,0.8196,12,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,393,808,0.8,c,BSA.03-02,AB,High detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
